full_text,tweet_id,created_at,screen_name,original_user_id,retweeted_user_ID,collected_at
"I hate riding passenger bc when I’m ready to go, IM READY TO FKN GO!!!",1583609713996226560,2022-10-22 00:02:32+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991155
"Count me out next time, ion like hanging out with boring old women. Shit irritating and everything soooo interesting to them and now I got an attitude like a teenager 🤣",1583609570295189508,2022-10-22 00:01:58+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991166
"I’m thinking we coming out for the kids, this an old lady gang meet up. I’m ready to fkn go!!!",1583609259949838336,2022-10-22 00:00:44+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991176
@Big_Deej I come on every blue moon lol,1583602126890340353,2022-10-21 23:32:23+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991187
@Big_Deej Yes lol twitter is my safe place 🤣,1583598955220602880,2022-10-21 23:19:47+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991197
This the one! Lol https://t.co/VgPeO6O0by,1583597759013134336,2022-10-21 23:15:02+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991207
Stuck between I wanna love someone &amp; I’m better off single 🥺🤦🏾🥴,1583597456079495169,2022-10-21 23:13:50+00:00,la_gucci_vita,100013844,1.5831245972094444e+18,2022-10-24 12:32:58.991217
I’ll admit my wrongs but you ain’t finna just sit there and act like you ain’t do shit nie,1583597417412558849,2022-10-21 23:13:40+00:00,la_gucci_vita,100013844,1.583220876509446e+18,2022-10-24 12:32:58.991226
don’t nobody talk to the same nigga as me cus ion talk to none of these niggas 😂,1583597390661005313,2022-10-21 23:13:34+00:00,la_gucci_vita,100013844,1.583127274270122e+18,2022-10-24 12:32:58.991235
"@GTrib_ I know someone, Rates start at $75/hr tell him Tiffanie sent you https://t.co/ebVMVEknv1",1583597222469718017,2022-10-21 23:12:54+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991246
Standing on my business this year I’m not playing with nobody!,1583596807656861698,2022-10-21 23:11:15+00:00,la_gucci_vita,100013844,1.5835432195931791e+18,2022-10-24 12:32:58.991255
@Juicee_Kissez Which one you going to?,1583596729563512833,2022-10-21 23:10:56+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991265
Y’all don’t care what y’all butt look like in certain pants?! Like y’all don’t look in the mirror? All pants ain’t made for all asses 🤣🤣 I’m sorry,1583596439275737088,2022-10-21 23:09:47+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991277
@BABYP_ We are here but you need to get them removed as soon as possible! Them hurting is a very bad sign!!,1583537286024548353,2022-10-21 19:14:44+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991287
"@Millyensworld Same! I’m just over all the fees, it’s literally a fee for everything lol even to transfer your money to your bank account. Taking 25% of an entire appointment is just outrageous",1583535129921654784,2022-10-21 19:06:10+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991298
@Millyensworld Why what happened,1583533143310491648,2022-10-21 18:58:16+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991308
I wish @StyleSeat at least had chat reps that you can speak to right now opposed to support tickets,1583533005184069632,2022-10-21 18:57:43+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991319
"Unfortunately, I do always have something smart to say",1583220851842772993,2022-10-20 22:17:20+00:00,la_gucci_vita,100013844,1.58220410777899e+18,2022-10-24 12:32:58.991328
“Done wasting time and energy on dead situations and dumb conversations”,1583220324233261056,2022-10-20 22:15:14+00:00,la_gucci_vita,100013844,1.583219943968936e+18,2022-10-24 12:32:58.991336
Impact Atl is actually showing Ari’s maturity. Internet tried to make her seem petty but ion see it. I like Ari,1583220305769611264,2022-10-20 22:15:10+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991346
"@YM_Corey Mark Walberg, will smith, Ice Cube, Queen Latifah and… 🤔Tupac",1583220002886254592,2022-10-20 22:13:58+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991356
"i think it’s extremely important, especially in the morning, to be quiet.",1583047320006201345,2022-10-20 10:47:47+00:00,la_gucci_vita,100013844,1.5822480748306964e+18,2022-10-24 12:32:58.991365
I love being a mom 🥹,1583047206025965568,2022-10-20 10:47:20+00:00,la_gucci_vita,100013844,1.5830388653417185e+18,2022-10-24 12:32:58.991374
I wanna apologize to myself for all the shit I let slide,1583046989868306433,2022-10-20 10:46:28+00:00,la_gucci_vita,100013844,1.5826942366751334e+18,2022-10-24 12:32:58.991382
Today will be a good day,1583046029439488001,2022-10-20 10:42:39+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991394
"I hope my next man actually know how to be one and enjoys being one, I can’t dat no more men who want to be me",1582724840280072192,2022-10-19 13:26:22+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991404
Reasons I wish I had a lot of cousins,1582724650999619584,2022-10-19 13:25:37+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991415
"I don’t deal with a lot of women for a reason! Most of em be freaked out, jealous, stagnant as a mf, delusional, messy, and MISERABLE!! I’m good on that because that type shit is contagious and mfs have mastered how to mask it! Every smile ain’t a happy face. 🙃",1582724562449580035,2022-10-19 13:25:15+00:00,la_gucci_vita,100013844,1.5824403992723003e+18,2022-10-24 12:32:58.991423
"@DJPrettyBoyTank His analogies are always horrible lol that’s y the  message is overlooked. Imagine being a genius and trying to break it down to ppl who aren’t. Ye gotta work on his delivery, real bad",1582724387773579265,2022-10-19 13:24:34+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991434
@YM_Corey @tomiwaisbae I’m glad you know! Lol I saw this and was No man better ever text me none of this,1582723842522300417,2022-10-19 13:22:24+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991444
"Ummm Winter, can we buy a coat first? Sheesh 🤣",1582722917624086528,2022-10-19 13:18:43+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991454
Bruh 🤣🤣🤣 poor crabs https://t.co/GP3y5e3Nl1,1582556555131527168,2022-10-19 02:17:39+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991465
"I need my hair done, real bad. I don’t feel like myself 😩",1582556004390436865,2022-10-19 02:15:28+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991475
They gotta pay me in tears,1582555001775333376,2022-10-19 02:11:29+00:00,la_gucci_vita,100013844,1.582369227624677e+18,2022-10-24 12:32:58.991484
Would you rather lose me or the argument…,1582554977222160385,2022-10-19 02:11:23+00:00,la_gucci_vita,100013844,1.5825115240187863e+18,2022-10-24 12:32:58.991493
Just having somebody who has your back and front at all times https://t.co/49v6WLUiqK,1582194372698701824,2022-10-18 02:18:28+00:00,la_gucci_vita,100013844,1.5821936043735368e+18,2022-10-24 12:32:58.991502
Please stop fucking these niggas for free bc they think imma do it too 🥴🥴🤢,1582193819012907009,2022-10-18 02:16:16+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991512
Idk who told me to watch Alice,1581756963096268800,2022-10-16 21:20:22+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991522
Fuck you https://t.co/5uU8U0PKV5,1581746417546452992,2022-10-16 20:38:28+00:00,la_gucci_vita,100013844,1.581600315907838e+18,2022-10-24 12:32:58.991531
"Hate when I’m hungry but don’t wanna get up, let alone cook. See if I was rich I could just scream make me a sandwich 🤣 #kiddingidneveryell",1581746305210421248,2022-10-16 20:38:01+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991541
I love not givin ppl the reaction they thought they were goin to get outta me 😭😭😭….move around,1581745900673646592,2022-10-16 20:36:24+00:00,la_gucci_vita,100013844,1.581735774982398e+18,2022-10-24 12:32:58.991553
"Like read a bitch for filth, some real rapping!!",1581745841865297921,2022-10-16 20:36:10+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991563
"I need one the rap girls to make a real good diss record lol like hard core omg clutch my pearls, metaphors, bars, oh my 🧏🏽‍♀️",1581745700320075777,2022-10-16 20:35:37+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991573
You ain’t pay the rent; no birthday gift and no pussy idc. We not rewarding bad behavior lol you lucky I’m speaking to you at all,1581745107186774016,2022-10-16 20:33:15+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991583
It just be a bunch of damaged ppl walking around trying to damage the rest of us. This why I stay away lol,1581744794900246531,2022-10-16 20:32:01+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991593
Bc men will get mad like you told him to say that lol,1581744630835871745,2022-10-16 20:31:22+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991603
Where these type at 👀 https://t.co/eUpiW5BKmt,1581744435440017408,2022-10-16 20:30:35+00:00,la_gucci_vita,100013844,,2022-10-24 12:32:58.991613
"Welcome to the Mets, Aaron Judge!",1584405226819563520,2022-10-24 04:43:37+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024863
https://t.co/5FWP5dUOdV,1584026202129723392,2022-10-23 03:37:31+00:00,Peterr_15,1001672839030861824,1.58402485619823e+18,2022-10-24 12:32:59.024875
What happens if you forget to wear white at this Penn State whiteout? Do you get booed?,1583970276282601472,2022-10-22 23:55:17+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024881
https://t.co/scVwtoqxIk,1583882899111448578,2022-10-22 18:08:04+00:00,Peterr_15,1001672839030861824,1.583625361216004e+18,2022-10-24 12:32:59.024885
Obi Toppin needs to play 25 min a night,1583640440581935104,2022-10-22 02:04:38+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024890
"High winds at the perfect time of day created a previously undocumented 2,400-foot rainbow waterfall in Yosemite National Park https://t.co/24Kq0TOw1R",1583579170231451648,2022-10-21 22:01:10+00:00,Peterr_15,1001672839030861824,1.583547802306908e+18,2022-10-24 12:32:59.024894
@GatorsFB LFG 🐊🐊,1583478066537693184,2022-10-21 15:19:25+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024898
"@BenGChase @AppState_FB @APPCompliance @appstatesports @appstate Wait til you see the Banchero poster slam.
Lawdddd",1582922195088867328,2022-10-20 02:30:35+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024902
Frustrating Knicks loss. NY basketball is back baby,1582921978645991426,2022-10-20 02:29:43+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024906
@KenniMiddleton 🤌🏻,1582816747379621888,2022-10-19 19:31:34+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024910
@abby_mueller_ Since Cleveland does not have a hockey franchise do you all naturally root for the Blue Jackets?,1582549736095027205,2022-10-19 01:50:34+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024915
Fuck each and every one of these teams with my whole chest https://t.co/BblbzQ4V29,1582514427860901888,2022-10-18 23:30:15+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024919
I love this tweet https://t.co/cZu6VqZmaK,1582496784743440384,2022-10-18 22:20:09+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024923
"@NickZararis You deserve an award for being in that zoo today, I would not be having a good time with those imbeciles",1582491760768724992,2022-10-18 22:00:11+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024927
Yankees fans never deserve happiness so this is not ideal,1582472135637102592,2022-10-18 20:42:12+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024932
@MihalikKailey Choose better teams Kailey,1582182636188889088,2022-10-18 01:31:50+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024936
"Bread, you are something else. 🥵 https://t.co/S5JVHsHKW4",1582173385185849344,2022-10-18 00:55:05+00:00,Peterr_15,1001672839030861824,1.5821720820621107e+18,2022-10-24 12:32:59.024940
That Panarin shot. My lord,1582170085870817282,2022-10-18 00:41:58+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024945
It looks like the Rangers are playing a different sport than the Ducks,1582153214304333825,2022-10-17 23:34:55+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024949
@desireeloyola 🐊 boy,1582119185005805568,2022-10-17 21:19:42+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024953
Josh Allen seeing Mahomes lead a FG drive in 12 seconds https://t.co/eSDc3DFf1D,1581768974924382208,2022-10-16 22:08:06+00:00,Peterr_15,1001672839030861824,1.5817682239762186e+18,2022-10-24 12:32:59.024957
Is Sauce Gardner already the best CB in football. This can be an honest debate in week 6 of his rookie year.,1581768082397495296,2022-10-16 22:04:33+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024961
Bills Chiefs is a heavyweight fight. It’s so good,1581767734245085184,2022-10-16 22:03:10+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024965
Say cheese. https://t.co/Ib0OO0lCWg,1581753401263607813,2022-10-16 21:06:13+00:00,Peterr_15,1001672839030861824,1.5817458494485583e+18,2022-10-24 12:32:59.024969
The refs in this game have been the worst all year. Clearly have money on the Packers ML,1581727260251688961,2022-10-16 19:22:20+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024974
Jets coaching showing no balls going for it on 4th and 1. Ruined the half,1581714047623274497,2022-10-16 18:29:50+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024978
https://t.co/PLiMVwzcgo,1581712084340834304,2022-10-16 18:22:02+00:00,Peterr_15,1001672839030861824,1.5817115936618332e+18,2022-10-24 12:32:59.024983
When my quarterback flips that switch 🥹https://t.co/K66pfNyMzN,1581690500327018496,2022-10-16 16:56:16+00:00,Peterr_15,1001672839030861824,1.5816882670404936e+18,2022-10-24 12:32:59.024987
https://t.co/qYGwqORpcQ https://t.co/aS90XmoKhA,1581589304329240577,2022-10-16 10:14:09+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024991
😂 https://t.co/SxWopbKOaT,1581589124716195840,2022-10-16 10:13:26+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024995
Phillies or Padres will play for a WS. Baseball is a stupid fucking sport,1581530502577602560,2022-10-16 06:20:29+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.024999
This is perfect https://t.co/n1vreEEKPL,1581496278470434818,2022-10-16 04:04:30+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025003
https://t.co/910Taq2LWp,1581494988797796353,2022-10-16 03:59:22+00:00,Peterr_15,1001672839030861824,1.5814788375519764e+18,2022-10-24 12:32:59.025007
@its_carol31 Nationals and Capitals at least won recently. Try rooting for my teams 🫡,1581485378971672576,2022-10-16 03:21:11+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025012
Lmaooo Yankees. Okay that felt better,1581483111438700544,2022-10-16 03:12:10+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025016
4 straight years losing to LSU. Come the fuck on,1581471802324230144,2022-10-16 02:27:14+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025019
This is the worst weekend of CFB in a long time,1581430255306186752,2022-10-15 23:42:09+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025024
Goddamit Tennessee fuck me,1581429660109639682,2022-10-15 23:39:47+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025028
Bama Tenn is GOTY,1581425628158779392,2022-10-15 23:23:45+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025032
This game is awesome,1581410374997327872,2022-10-15 22:23:09+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025037
@KenniMiddleton Put on those Gator shades tn. LFG,1581403411312148480,2022-10-15 21:55:28+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025041
@jacobdegrom The enemy of my enemy is my friend or however that goes,1581401910669586432,2022-10-15 21:49:31+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025045
@SportsTalkATL @_Hornik_ @OldTakesExposed,1581401735267958784,2022-10-15 21:48:49+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025050
@SportsTalkATL @_Hornik_ LOSERRRRRR,1581401423581171712,2022-10-15 21:47:35+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025054
.@Braves https://t.co/RqF66KDcI2,1581396545047392256,2022-10-15 21:28:11+00:00,Peterr_15,1001672839030861824,1.5813962072133837e+18,2022-10-24 12:32:59.025058
@_Hornik_ @Braves Dying 😂,1581396522973163520,2022-10-15 21:28:06+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025062
FUCK THE BRAVES!!!!! Goodbye you fucks. I hope you never win again,1581396295855788032,2022-10-15 21:27:12+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025067
My god I was destroyed by those early games. My wallet hurts,1581379210081632257,2022-10-15 20:19:18+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025071
How do you not just stack the box and force Tanner Morgan to beat you? Dude is 3/8,1581343532526481408,2022-10-15 17:57:32+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025075
"@KenniMiddleton I took Auburn +14.5, wondering why rn",1581335883604979712,2022-10-15 17:27:09+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025079
Auburn and Penn State absolutely killing my mood rn,1581330144152915968,2022-10-15 17:04:20+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025084
Rangers dominated that game. This team is going to be really damn good,1581118735896948743,2022-10-15 03:04:17+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025088
@desireeloyola This is how blurry you see after that last shot hits,1581048381815672832,2022-10-14 22:24:43+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025092
I hate the Phillies but I have never hated a baseball team like this years Braves. Destroy them,1581039676601028608,2022-10-14 21:50:07+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025096
Fuck off Strider. You love to see it,1581037912660983808,2022-10-14 21:43:07+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025101
@abby_mueller_ I hate the Yankees ugh,1580976190495784960,2022-10-14 17:37:51+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025105
No! Hagrid :(,1580976025717964800,2022-10-14 17:37:12+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025110
It still hurts https://t.co/r2STTH30f2,1580974907537514496,2022-10-14 17:32:45+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025114
https://t.co/9v67rvS1fo https://t.co/vMK4SBtvCG,1580964043057115155,2022-10-14 16:49:35+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025118
Rangers look great so far,1580759971813543937,2022-10-14 03:18:41+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025122
https://t.co/fIwc5w2VQv https://t.co/ELdsIUy3IM,1580748194463424512,2022-10-14 02:31:53+00:00,Peterr_15,1001672839030861824,1.580628456186204e+18,2022-10-24 12:32:59.025126
@jacobdegrom Penn State over overrated Michigan on Saturday,1580748040482480128,2022-10-14 02:31:16+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025130
@MihalikKailey Rangers win,1580703794329190400,2022-10-13 23:35:27+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025135
@NickZararis Imagine Carrasco or Walker trying to shut this offense down in Game 1? Saved us that disaster,1580025564328792064,2022-10-12 02:40:24+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025140
Mika looks dominant 😅,1580017503614689282,2022-10-12 02:08:22+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025144
Mika MVP season loading,1580011164431712256,2022-10-12 01:43:11+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025148
Rangers Lightning is good hockey,1580001969263214592,2022-10-12 01:06:39+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025152
https://t.co/gLfnU7WO3U,1579980328890163200,2022-10-11 23:40:39+00:00,Peterr_15,1001672839030861824,1.5799757359678996e+18,2022-10-24 12:32:59.025156
What was the exit velocity on that Alvarez missile?,1579979257627148288,2022-10-11 23:36:24+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025161
@zibanegoal Rangers whites&gt;&gt;&gt;,1579855652834652160,2022-10-11 15:25:14+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025165
Gators need to beat LSU this week just for my sanity,1579514581462183937,2022-10-10 16:49:56+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025169
How are my Mets fans mutuals mental health today? I am down bad,1579506757294231554,2022-10-10 16:18:51+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025174
@desireeloyola Gonna stand outside in the rain that day in my Mets gear. Wash all the stink off,1579505157200809985,2022-10-10 16:12:29+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025178
Every year my friend. We have suffered enough https://t.co/aRLJrqoXRg,1579504975331590144,2022-10-10 16:11:46+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025182
"@stoolpresidente Where are the Jets, Dave?",1579504874798346242,2022-10-10 16:11:22+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025186
@breadmanszn Yeah but Gallant is throwing Trouba on PP2 when that should be Jones spot. I hate it,1579504796398411778,2022-10-10 16:11:03+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025190
Zendaya was wrong. The Mets did not go all the way this year. That hurts the most tbh,1579482635914850307,2022-10-10 14:43:00+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025194
"Time to give my heart to the Jets, Rangers, Knicks and Gators football. Sure to end in happiness, why wouldn’t it? 🫡",1579481696613060609,2022-10-10 14:39:16+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025199
@shines1205 Happy everything is okay Susan. Scary,1579468920305913858,2022-10-10 13:48:30+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025203
"Its a sad day, its a bad day @NjTank99 

 https://t.co/Iv0IJquqz9",1579308410151268352,2022-10-10 03:10:41+00:00,Peterr_15,1001672839030861824,1.5793022329900485e+18,2022-10-24 12:32:59.025207
This was crushing. 101 wins and absolutely nothing to show from it. New level of pain gained,1579299991339692032,2022-10-10 02:37:14+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025211
I’ll never know happiness,1579291989509492736,2022-10-10 02:05:26+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025215
The Mets get clowned at the end of every year. I am going to need some time off from baseball.,1579285670589521920,2022-10-10 01:40:20+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025220
@NickZararis It’s a continuous circle of pain,1579279182172811264,2022-10-10 01:14:33+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025224
There is no worse burden than being a Mets fan. It hurts every year,1579279047036530688,2022-10-10 01:14:01+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025228
Grisham is my most despised player ever,1579270612765155328,2022-10-10 00:40:30+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025232
Pain,1579268429189877760,2022-10-10 00:31:49+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025236
This is pathetic so far,1579266225963618304,2022-10-10 00:23:04+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025240
Fucking Grisham. Fuck my life,1579263653177880576,2022-10-10 00:12:50+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025244
I am in Hell,1579261400266215424,2022-10-10 00:03:53+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025248
This game has bad vibes,1579257830364020737,2022-10-09 23:49:42+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025251
0-2 FUCKING PITCH,1579256022002151425,2022-10-09 23:42:31+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025255
@SharonThafukeri Sundays usually aren’t this relaxing when you are a Vikings fan though right? Haha,1579245644245790720,2022-10-09 23:01:17+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025259
Sauce Gardner is already elite. Absolute slam dunk pick,1579224764937568256,2022-10-09 21:38:19+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025264
@jacobdegrom Wait. No way?! Frank? 😂,1579222948514127873,2022-10-09 21:31:06+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025268
"Starting to get nervous. Please, Mets.",1579219569608040448,2022-10-09 21:17:40+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025272
AHHHHHHHHHHHHHHHHH❕❕❕ 2 in a row LFGGG😎😎 #TakeFlight,1579214954292338689,2022-10-09 20:59:20+00:00,Peterr_15,1001672839030861824,1.5792121817529057e+18,2022-10-24 12:32:59.025275
@desireeloyola Some tremendous faces here,1579209629661552640,2022-10-09 20:38:10+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025279
Dan Mullen watching? https://t.co/gSXRFWlVMj,1579195120066658304,2022-10-09 19:40:31+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025283
Absolutely sick throw. https://t.co/qwkqNnt7QQ,1579177717391831041,2022-10-09 18:31:22+00:00,Peterr_15,1001672839030861824,,2022-10-24 12:32:59.025286
"@MelissaNoriega I'm getting so many papers that are just walls of text -- no spacing, no paragraph breaks. The technology keeps getting better, but apparently the simple stuff only gets harder.",1584548442671837185,2022-10-24 14:12:42+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186082
"A student found Sarah Vaughan in the 1950 Census identified as a ""famous blues singer.""

I've been assigning census research for years, but the 1950 collection is turning up a lot of great new subjects. https://t.co/PUi0XgHGUa",1584547315540717568,2022-10-24 14:08:14+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186100
@drphillips2001 @margot__pi @dallasnews I honestly don't know what that point is even supposed to be referencing. He's done literally nothing for the public schools and doesn't claim to as far as I know.,1584540088851365888,2022-10-24 13:39:31+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186107
Is double-spacing too much to ask?,1584537321269264386,2022-10-24 13:28:31+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186113
@hahnalytics Great point.,1584377447373733888,2022-10-24 02:53:14+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186119
"@hahnalytics You're right. It mentions Uvalde, but only to encourage Abbott to support gun legislation they KNOW he never will. Nothing at all about the failed response of law enforcement under his command or his relaying false information to the public in the aftermath.",1584374961594335233,2022-10-24 02:43:21+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186124
@VirginiaScharff @EricaGrieder I have my nightmares while I'm awake.,1584374140634484737,2022-10-24 02:40:06+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186129
"@cbirebbi It's stunning, really.",1584368233972641793,2022-10-24 02:16:37+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186135
"@drphillips2001 @dallasnews They seem to still be stuck in the mindset that he's not ""that kind"" of conservative. It's like they haven't read a Texas newspaper for the past eight years.",1584353015016083457,2022-10-24 01:16:09+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186140
"If you want to read the Dallas Morning News endorsement of Greg Abbott, you can't because it's paywalled.

If you want to read it anyway, I put a pdf of it on my website. You can download it here. Screw them.

https://t.co/TLymx6LsSy",1584345595979870208,2022-10-24 00:46:40+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186145
"Dallas Morning News: When the boat is sinking, it seems like a really bad time to switch captains. https://t.co/MvNRVufrO0",1584343691455385601,2022-10-24 00:39:06+00:00,bestoneTX,1001346252,,2022-10-24 12:32:59.186150
