Followers,user_ID
"[1504956528914309122, 922545287230607360, 1256444575830310912, 1278364754424127490, 997801758700326912, 1471298511538896903, 852914765605347329, 959480682, 38674228, 1450751145979359235, 1454120576323305490, 1351677665238020105, 849246555936882689, 1433132180943802375, 2448650434, 1119798886116331520, 1226290896817225728, 1243927325575610371, 1112721751438430208, 1064204442239729664, 3305236365, 1587919632, 888992004037902337, 3732103753, 1888827590, 1724545015, 1337851974977515522, 1404519972605411345, 1260059327244701696, 452624642, 794742795139448832, 1296884277163044866, 1266575967365017600, 451520016, 2949395982, 3041509295, 2916856182, 4182338953, 3451642516, 841712425330176000, 1425985141, 1053129951216582656, 1257915613, 706733605762920448, 730857242816176128, 2360099350, 1283370220397031425, 2753074810, 828739774676611073, 1408889839, 1186040899647819779, 287314628, 823779895746641925, 4776737293, 1643879426, 875058084590256128, 1158624426, 1008047515713732608, 1032133002640470016, 239543709, 1342813621, 1158725228, 1669450368, 957865427987820544, 1304862558936014850, 4388681008, 1082343819075567616, 2751142125, 4910146343, 745814482312663045, 961658689, 1025922212241571840, 869415369534001152, 1255597287469875201, 778240386, 982141534299553793, 2593886346, 725915200746987523, 1307420271717093377, 929200929831833600, 79333985, 989774846, 2925257877, 4174207762, 1114044842441625600, 775851240768942081, 2216545273, 39303225, 1285717116096778240, 104040220, 60227828, 920000628776161282, 2725836585, 715923916036947968, 872983690640601092, 137803684, 598946691, 1113236296779141122, 1063864700004388864, 441849483, 1063116647622414336, 2858207614, 1032284149233664002, 807255532163792896, 2191286145, 1251271507063574529, 30995957, 373157754, 776139989230977025, 2431224744, 725787979, 2337343706, 1835047506, 4396113507, 2474733042, 913040735263391744, 995729552029683712, 978807789228384256, 1251876831134994433, 1241908027697045510, 430333016, 711700902, 1250288008290390017, 171187837, 1106451566, 236046835, 1212505251917389825, 742866924233711616, 160334363, 568545739, 383956109, 1073429812490977281, 2367499642, 1059542139737128960, 1018730212505333760, 3000796079, 477244606, 519558654, 1216918522065907712, 236699098, 4196983835, 1085723894, 729468343, 574239645, 1054151922553212929, 1101632849864785921, 89351148, 1302632419, 998655367, 1191063443597643776, 920447804530724864, 373544482, 755246171355045888, 1164616214376833024, 1170586213, 11912362, 920934344352587777, 975180817436733447, 291547392, 3105826730, 76774830, 3148436683, 3083066980, 1086820065272578048, 1083456740874702850, 784142382061260800, 4890357605, 1062824884676517889, 2639094581, 3340613993, 1597547671, 1629389959, 548609108, 64019328, 34507480, 79293791, 23375688, 276007867]",463305622
