cap_english,cap_universal,user_id_str,user_screen_name,user_language,display_eng_astroturf,display_eng_fake_follower,display_eng_financial,display_eng_other,display_eng_overall,display_eng_self_declared,display_eng_spammer,display_uni_astroturf,display_uni_fake_follower,display_uni_financial,display_uni_other,display_uni_overall,display_uni_self_declared,display_uni_spammer,raw_eng_astroturf,raw_eng_fake_follower,raw_eng_financial,raw_eng_other,raw_eng_overall,raw_eng_self_declared,raw_eng_spammer,raw_uni_astroturf,raw_uni_fake_follower,raw_uni_financial,raw_uni_other,raw_uni_overall,raw_uni_self_declared,raw_uni_spammer
0.4479465575931997,0.5982419966968565,1362124874580451331,boxing_bird81,en,1.0,0.4,0.0,0.9,0.4,0.2,0.2,1.1,0.7,0.0,1.8,0.7,0.2,0.4,0.21,0.09,0.0,0.18,0.09,0.04,0.04,0.22,0.14,0.0,0.35,0.14,0.03,0.08
0.3342309004634953,0.28846389695411967,1041631087,DanielKarell,en,1.4,0.2,0.0,0.7,0.2,0.0,0.0,1.0,0.2,0.0,0.4,0.2,0.0,0.0,0.27,0.05,0.0,0.14,0.05,0.01,0.0,0.19,0.04,0.0,0.08,0.03,0.01,0.0
