full_text,tweet_id,screen_name,user_ID
@divinewine12 I love you forever.,1554012446485925888,JayyThatballer,2260643382
We lost a goat today in @RealBillRussell prayers out to the Russell family. Certified Prolific Winner #BillRussell Mogul at the very least,1553808793674190848,JayyThatballer,2260643382
"☐ single 
☐ taken 
☒ dedicates their life to taylor swift",1553782987325485056,JayyThatballer,2260643382
@divinewine12 I love you dude 😭😭😭,1553779662420996096,JayyThatballer,2260643382
tame impala / yes i'm changing https://t.co/cWor3RNWa0,1553568575809470465,JayyThatballer,2260643382
🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,1553302057758724096,JayyThatballer,2260643382
I gave up my family my world my everything for somebody that never did the same yet I accept the bad role I played.  I’m all in,1553252318899933185,JayyThatballer,2260643382
I’m all in,1553252002066403329,JayyThatballer,2260643382
sometimes.. https://t.co/jbpAffDdAR,1553061534108069889,JayyThatballer,2260643382
Solo space today since @WhiteboyRy23 no where to found,1553061447273369601,JayyThatballer,2260643382
"Like it is what it is , I can be the most wrong person in the world but as long as YOUR ass is okay then that all I worry about",1549383582346407936,JayyThatballer,2260643382
Even when I wanna do right it’s wrong asf,1549383357137502208,JayyThatballer,2260643382
Insecurity when I’m trinna see what’s wrong again imma 🤡,1549383310966525952,JayyThatballer,2260643382
All y’all do is step on me yet I’m just worried 🤡 clown ass me 🙄,1549382029002674176,JayyThatballer,2260643382
Like why do I even try to ask what’s wrong with y’all humans,1549381840833679365,JayyThatballer,2260643382
I’m the fucking tiny bug that EVERYBODY steps on and not care to notice how I feel,1549381655105658880,JayyThatballer,2260643382
@KameronBennett green goblin vibes,1549250769714417664,JayyThatballer,2260643382
#allgeemans🎰🎰 to the greats @iamkevingates @russwest44 @taylorswift13 @justinbieber @sleazyworld_go @mookiebetts @DCYOUNGFLY @WhiteboyRy23,1549248597580886024,JayyThatballer,2260643382
"@russwest44 you know how great u are , so go get Ws… #AllGeeMans🎰🎰",1549247991428485121,JayyThatballer,2260643382
All gee mans 🎰,1549247663006068736,JayyThatballer,2260643382
I just wish I could see u 😫,1549247583595376641,JayyThatballer,2260643382
Coaching is gunna be fun 🙃🙃,1549246991971995648,JayyThatballer,2260643382
@okcthunder 😡😡😡😡,1549232935512915968,JayyThatballer,2260643382
I just wanna hoop and live my life forever with u,1549222998460182528,JayyThatballer,2260643382
Main nigga to the side &lt;&lt;&lt; that’s what happens 🙄🤡,1549206863962464256,JayyThatballer,2260643382
Fuck it,1549205363773227009,JayyThatballer,2260643382
I think it’s the funniest shit because I don’t wanna get mad so I laugh,1549204942526615552,JayyThatballer,2260643382
I stay making a fool of myself behind ppl 😂😂😂,1549204867884863489,JayyThatballer,2260643382
"What am I doing bro , I’m way better than this 🤡🤡",1549204746430337025,JayyThatballer,2260643382
Let’s keep striving Ladies #theSkyisthelimit,1549204319001460737,JayyThatballer,2260643382
Great practice,1549204101270888448,JayyThatballer,2260643382
I love you forever Olivia,1549175489666813952,JayyThatballer,2260643382
taylor swift / the 1 https://t.co/ZPOBTdJ4SX,1549175251874877440,JayyThatballer,2260643382
I wonder if you think about me like I think about u,1549138708321906690,JayyThatballer,2260643382
Let’s get this money brotha,1549124909518901248,JayyThatballer,2260643382
That nap was needed asf,1549120021938331648,JayyThatballer,2260643382
Fuck DHS 😓,1549063587951349760,JayyThatballer,2260643382
@WhiteboyRy23 That’s forever my brotha https://t.co/sHcX7Y18eH,1548877637950398464,JayyThatballer,2260643382
#ballout my nigga still ballin on em 💪 https://t.co/ra5gxHBq9K,1548877473319772160,JayyThatballer,2260643382
Niggas wanna be me so bad but u shouldn’t wanna be me I’m not that guy Pal,1548863303778123776,JayyThatballer,2260643382
Me and u if not me against the world,1548863009308622850,JayyThatballer,2260643382
Somebody will see my worth and I won’t even care anymore 🫡🫡 #StayWokeKings,1548862715526930432,JayyThatballer,2260643382
I love you forever O,1548843794509864960,JayyThatballer,2260643382
I did this for u O 🏀🏀💛🤍 https://t.co/XcSCdwQzAi,1548843790848237568,JayyThatballer,2260643382
I can’t control nothing I made her like this,1548842750170173441,JayyThatballer,2260643382
She say no that’s it for me guys,1548841293916225536,JayyThatballer,2260643382
Round 2 let’s get it,1548835955993284608,JayyThatballer,2260643382
I just eliminated my best friend from the Playoffs #SorryPompa,1548831442305630209,JayyThatballer,2260643382
Gang n nem 🙃🙃 https://t.co/R3N3yePE9s,1548816279561154560,JayyThatballer,2260643382
@JayyThatballer bro this is crazy!  Ive  forgotten so many memories #abutte #alexanderthuggindays https://t.co/paZLU1b0pm,1548816232182214657,JayyThatballer,2260643382
"@JayyThatballer Never stop creating fam, that’s your craft. Regardless of what people behave to say about it.",1548816188406255616,JayyThatballer,2260643382
🙏🏽🏀,1548789949121474560,JayyThatballer,2260643382
Close my and all I can see is you,1548781008501084160,JayyThatballer,2260643382
Can’t break my focus it’s playoffs,1548754798702301184,JayyThatballer,2260643382
I’m going off today,1548753565648183296,JayyThatballer,2260643382
Meditation so I stay focused on the task at hand…. “The K”,1548753456000688128,JayyThatballer,2260643382
My sisters the funniest,1548752319046594561,JayyThatballer,2260643382
I know I can hoop tho so I’m rollin with that 🏀🏀,1548740458381131778,JayyThatballer,2260643382
Realization is a MF 🙎🏽‍♂️🙎🏽‍♂️,1548740316332601344,JayyThatballer,2260643382
Nope Yunggblacc retires bro 😶‍🌫️😶‍🌫️,1548739807609643008,JayyThatballer,2260643382
I found out that I guess I’m not that good at music I so shut that shit down real quick 😫😫😫,1548739632497537024,JayyThatballer,2260643382
"Shout out to @WhiteboyRy23 , keep grinding Soulja 🙏🏽",1548739216879656960,JayyThatballer,2260643382
Greatest artist alive 🤔,1548738833834860544,JayyThatballer,2260643382
"@taylorswift13 @justinbieber 
🫡🫡                 🫡🫡",1548738728788496384,JayyThatballer,2260643382
Playoff ready and I’m so focused 🙃🙃,1548738049122521088,JayyThatballer,2260643382
frank ocean / godspeed https://t.co/lUU3XJG28H,1548731520394805249,JayyThatballer,2260643382
"Let me get the lemon pepper order please , gotta have the link before u order these",1548725732406267904,JayyThatballer,2260643382
360 upfront it all came full circle,1548725449156505600,JayyThatballer,2260643382
Heart just turned purple,1548725241047764992,JayyThatballer,2260643382
@kanyewest 🫡🫡,1548721156621869056,JayyThatballer,2260643382
Still got me hot 😡😡,1548718512474009601,JayyThatballer,2260643382
I saw a movie last night that mad me sooooooo fucking mad,1548718430106238976,JayyThatballer,2260643382
I don’t think so 😭😭 https://t.co/Zj2Uvh4fZs,1548705224365264898,JayyThatballer,2260643382
Pulling all my hair out,1548703087560257537,JayyThatballer,2260643382
Long ass night even longer day,1548687608644902912,JayyThatballer,2260643382
I’ve been up all night stressed the fuck out for u to say sure 😓😓😓😓,1548683264805593089,JayyThatballer,2260643382
Can’t sleep for shit,1548620108355907584,JayyThatballer,2260643382
So many memories 😫,1548552250728988672,JayyThatballer,2260643382
I need a telescope so I can really see the stars 😩😩,1548550870060584960,JayyThatballer,2260643382
"“Be like a snake. Be nice to everyone, unless someone steps on you.” -Taylor Swift https://t.co/wRML1XcWTH",1548539964748550147,JayyThatballer,2260643382
Spend the night my grannies to reminisce,1548536831758569472,JayyThatballer,2260643382
This was me and Olivia 😩 but I was the biggest dumb ass you’ll ever know https://t.co/7bTs7cquj1,1548534624246083586,JayyThatballer,2260643382
don’t no one understand this supply and demand all this shit get demanding how the fuck am I standing,1548512114809090049,JayyThatballer,2260643382
Nigga like 60 still doggin dudes outt https://t.co/FFRJClpXo1,1548508362211352576,JayyThatballer,2260643382
⁦@sleazyworld_go⁩ https://t.co/s2keIjvZCR,1548493410494849024,JayyThatballer,2260643382
Feel like I’m dying inside feel like I’m losin,1548493142860566529,JayyThatballer,2260643382
I know I’m the problem,1548471254784413696,JayyThatballer,2260643382
I hate this,1548451890559471620,JayyThatballer,2260643382
Nothing nor nobody seems real so why continue,1548441718663524353,JayyThatballer,2260643382
Shits crazzzyyyy,1548441110317436930,JayyThatballer,2260643382
@IamMRMOSELY @Drake @WhiteboyRy23 @JayyThatballer @justinbieber Cold Devil,1548394673084895232,JayyThatballer,2260643382
Couldn’t find u anywhere,1548394425797120000,JayyThatballer,2260643382
"Tell meeeee , where are u now !",1548394372806221824,JayyThatballer,2260643382
Ain’t that the truth https://t.co/ePvCyHJC87,1548392995027763202,JayyThatballer,2260643382
@JayyThatballer Words can't even describe it on here 💯 shit the world know the truth !! #welovehardandgethardlove,1548392907735830529,JayyThatballer,2260643382
I get overwhelmed and then hospital,1548390098705588226,JayyThatballer,2260643382
I literally cry to grown men over you so don’t tell me how I feel dude,1548387654751776768,JayyThatballer,2260643382
@WhiteboyRy23 she said I don’t love her 😂😂😂😂 dawg tell the world how I feel RN,1548387194083033097,JayyThatballer,2260643382
Back to square one,1548384324793249792,JayyThatballer,2260643382
Say was good asf,1548384286054592513,JayyThatballer,2260643382
