full_text,tweet_id,screen_name,user_ID
"When my son becomes a billionaire and he buys me a pair of sneakers

Me: https://t.co/L4CEJZpIsH",1554609965922385920,SkiiMaskJordan,306164103
Time to get back focused,1554609588636467201,SkiiMaskJordan,306164103
Follow me on IG @Skiimaskjordanofficial &amp;I’ll follow you back and show u MAD LUV my page got hacked 😩😩😩 https://t.co/2CqsCWVIlQ,1554608471596752896,SkiiMaskJordan,306164103
I’m cool wit another shut down just make sure yal send another stimmy and we good 🤝,1554607385284681730,SkiiMaskJordan,306164103
currently creating the best music I’ve ever created in my life #thankuGod,1554607348169297920,SkiiMaskJordan,306164103
I follow all music enthusiasts because they matter 🖤,1554607316036685824,SkiiMaskJordan,306164103
"“BAD” just hit 7k streams, thank you🖤 https://t.co/slffakHQZ0",1554607084855066624,SkiiMaskJordan,306164103
@hannaukata @smxkks @SkiiMaskJordan @Smiling_Chee1 @welovekanyeTM @boyknowsrap @9BadSon @acpxpi @accidentalcand1 @_patagonist 😭😭😭😭,1554591547383025664,SkiiMaskJordan,306164103
@amaru_music_ I believe and I receive that bro thank you!,1554591493674991616,SkiiMaskJordan,306164103
@SkiiMaskJordan You too bro fr always seen the love you give to everyone and it’s amazing man keep being yourself and your career will go far,1554591439639683074,SkiiMaskJordan,306164103
@amaru_music_ The love is mutual! Thanks for being you https://t.co/FsSDeOIBow,1554590079548538880,SkiiMaskJordan,306164103
@SkiiMaskJordan @smxkks @Smiling_Chee1 @hannaukata @welovekanyeTM @boyknowsrap @9BadSon @acpxpi @accidentalcand1 @_patagonist You too 👑💙,1554589701981470720,SkiiMaskJordan,306164103
@alexpezmusic thanks for the follow cousin!,1554589383881285634,SkiiMaskJordan,306164103
@amaru_music_ @smxkks @Smiling_Chee1 @hannaukata @welovekanyeTM @boyknowsrap @9BadSon @acpxpi @accidentalcand1 @_patagonist I appreciate you fam🖤 https://t.co/8uq3uP61gA,1554589224824934401,SkiiMaskJordan,306164103
"Here’s a list of legends on here follow them I love them fr 

@smxkks 
@SkiiMaskJordan 
@Smiling_Chee1 
@hannaukata 
@welovekanyeTM 
@boyknowsrap 
@9BadSon 
@acpxpi 
@accidentalcand1 
@_patagonist",1554589147440074757,SkiiMaskJordan,306164103
@Emilio_Myles One day at a time,1554579679629148161,SkiiMaskJordan,306164103
@TrippiDrip 👏🏾👏🏾👏🏾👏🏾👏🏾,1554579333703925762,SkiiMaskJordan,306164103
Putting one together https://t.co/HZW7FZhzpK,1554579305480552449,SkiiMaskJordan,306164103
@Emilio_Myles 😩😩😩😩,1554579226015268864,SkiiMaskJordan,306164103
@midnightbebop_ @FinanceFr1 Thanks cuzo!,1554579077687812097,SkiiMaskJordan,306164103
"@SkiiMaskJordan @FinanceFr1 Way to go, cousin!! 🙏🔥",1554579053407092749,SkiiMaskJordan,306164103
@MacJones230 @FinanceFr1 Thanks cousin!!,1554579042317246464,SkiiMaskJordan,306164103
@SkiiMaskJordan @FinanceFr1 Hells yeah!!!🔥,1554579002345537536,SkiiMaskJordan,306164103
@georgelife 🔥🙌🙌,1554578938118168576,SkiiMaskJordan,306164103
@auraisforever Facts🤣🔥,1554578914089074689,SkiiMaskJordan,306164103
"Get serious — about your peace
Get serious — about your future
Get serious — about your goals
Get serious — about your mentality
Get serious — about your love
Get serious — about your faith
Get serious — about your health
Get serious — about your life
Get serious — about yourself",1554578864281616390,SkiiMaskJordan,306164103
