full_text,tweet_id,screen_name,user_ID
She so #real https://t.co/KblRu477CQ,1554573447262617600,Davis_Boy101,338838057
Who tf speaks for the disabled ? Most them niggas have no clue what’s going on half the time. https://t.co/CTbjiVX4GV,1554532315941969922,Davis_Boy101,338838057
https://t.co/Y3nBHBjjI5 https://t.co/b1DNsP6qmp,1554525953057034248,Davis_Boy101,338838057
PUT THAT SHIT ON,1554520107107422211,Davis_Boy101,338838057
put that shit On https://t.co/uam7pZK1dt,1554519894871400448,Davis_Boy101,338838057
She sound like Mikey mouse https://t.co/Iol1Q1Ru0G,1554515582258761732,Davis_Boy101,338838057
@SonOfEll https://t.co/eAabs2OE0Z,1554513204390289413,Davis_Boy101,338838057
@SonOfEll https://t.co/7eGjHe6apu,1554513056973078528,Davis_Boy101,338838057
Ik she hit hard https://t.co/efmh6JVGuG,1554511937324580866,Davis_Boy101,338838057
Welp lmao 🫠🫠🫠🫠🫠 https://t.co/sEwpE4CGcG,1554511683128803329,Davis_Boy101,338838057
my GOD it was ONLY $1200 https://t.co/0K6jmCf9bx,1554501085817085955,Davis_Boy101,338838057
Think for yourself. Formulate your own opinions. Stop listening to these internet niggas,1554444694825963520,Davis_Boy101,338838057
PMFAOOOOOOOOO MANNN STOP https://t.co/fVwzTRb14A,1554320481867661314,Davis_Boy101,338838057
Wasn't that nigga sneako watching his girl get fucked by another nigga,1554319432045977600,Davis_Boy101,338838057
AB FUCK THE GAME UP WIT DIS ONE!! https://t.co/ARQ8uAIJlt https://t.co/uYJo9LZtpH,1554315898172891136,Davis_Boy101,338838057
Ass and good looks don't make your good at rapping 😔 https://t.co/Syth865NW9,1554314014875914241,Davis_Boy101,338838057
https://t.co/yUaGQTI7N1 https://t.co/2YErofatai,1554300472055533568,Davis_Boy101,338838057
Demon home too pussy,1554292251886583809,Davis_Boy101,338838057
"Neither Beyoncé nor Lizzo should have changed it, Spaz is NOT a slur in Black America and we simply can not let folks across the pond dictate how we talk. https://t.co/d2SHlVn8h8",1554291037329301505,Davis_Boy101,338838057
"Dear basketball fans, 

Give the @WNBA a try.",1554260451021709313,Davis_Boy101,338838057
Sleep proof/Fight proof bonnet 😴 a simple Rt can help me find my next customer 🙌🏽 https://t.co/xPfEW8umOc,1554190303338369026,Davis_Boy101,338838057
FREE CALVIN RIDLEY https://t.co/Szndmo53R6,1554171900028403714,Davis_Boy101,338838057
@PrettyVixen__ Black community need new topics. Y’all talk about the same shit every day,1554140141329027072,Davis_Boy101,338838057
If your player looks like this PLEASEEE STFUUU https://t.co/gj7Wn0FWPN,1553999621252435968,Davis_Boy101,338838057
"• Most Triple Doubles in NBA History
• Most Triple Doubles in a Season
• 4th most rebounds in a game by a PG
• 20/20/20 game
• 50 40pt+ games
• 5 50pt+ games
• 65 15+ assist games
• 8 20+ assist games
• 56 15+ rebound games",1553995088904290305,Davis_Boy101,338838057
3 legends died within the last 24 hours. Wow !,1553942741708570624,Davis_Boy101,338838057
@kyledhamilton_ Wonder why  https://t.co/aslq6q2neF,1553912178515873792,Davis_Boy101,338838057
I can’t wait to do this 🤣🤣 https://t.co/QvnGG4SO6U,1553893946585227264,Davis_Boy101,338838057
"“STOP IT, STOP SAYING THAT”

“STOP SAYING WHAT, THAT YOU GAY? CUZ YO DADDY TOLD ME HE SAW THEM GAY MAGAZINES ON YO KITCHEN COUNTERTOP” https://t.co/a98iwLdson https://t.co/PXoPn4nCwE",1553893764246212609,Davis_Boy101,338838057
I say Pittsburgh give diontae 60Ms fully guaranteed,1553890083249463298,Davis_Boy101,338838057
damn wild n out been great all my life https://t.co/T8oTwJDtnW,1553889271924260865,Davis_Boy101,338838057
@itsteewill Lmaoo shit was February 27th 2020. Niggas really capped,1553888835704176640,Davis_Boy101,338838057
Pray for my brother y’all. This nigga at Lake Lanier in a boat with yt folks.,1553839517517463553,Davis_Boy101,338838057
Always thought sneako was a weirdo,1553829694600105984,Davis_Boy101,338838057
