full_text,tweet_id,screen_name,user_ID
#WhiteSox rotation in playoff mode https://t.co/sNZ1GNaiMa,1514307067011510276,WightSoxR44,289722278
#WhiteSox https://t.co/2Enp7qCZxX https://t.co/CF5fZ2W7JN,1514002713771581444,WightSoxR44,289722278
"Dylan Cease
Dallas Keuchel
Michael Kopech
Vince Velasquez
Reynaldo López

This is the world series rotation we all hoped for #WhiteSox https://t.co/QLlyjTYKRE",1512542799610015747,WightSoxR44,289722278
Literally the first dam appearance and Liam is already Homer happy #WhiteSox https://t.co/FdH9lpkrjC,1512529689360814087,WightSoxR44,289722278
Absolutely counts https://t.co/8id5lO1dzT,1512526564222676998,WightSoxR44,289722278
Dam this lineup still garbage compared to your 2022 AL Central Champion #WhiteSox https://t.co/Kuhl3xR74i https://t.co/5gTgg5mt1B,1511416648808341504,WightSoxR44,289722278
I think we smell some candy ass ready to be kicked next year https://t.co/xNsgmYfX4T https://t.co/iekAp3Plhy,1510831256707108869,WightSoxR44,289722278
"Lmao so the rotation is gonna be:

Lucas Giolito
Dylan Cease
Dallas Keuchel
Michael Kopech
Vince Velasquez

😂😂 That depth is coming in clutch lmao #WhiteSox https://t.co/bz72L9YYfO",1510771146605555713,WightSoxR44,289722278
That's my manager https://t.co/6alsNg1qze,1510426938745102339,WightSoxR44,289722278
One of the few Sox busts that made me sad didn't pan out 🙁 https://t.co/87B7lVmZ3W,1509311540574359555,WightSoxR44,289722278
