full_text,tweet_id,screen_name,user_ID
Why isn't this restraint of trade? @Google @GooglePlay I got the app on the Google Playstore &amp; renders the app useless! Amazon's website is linked to the app so can't use their website either! Who has PCs anymore 🤦@amazon @CoryBooker @BobMenendezNJ @MikieSherrill https://t.co/2XmmMRMNb9,1514378541898547201,BookAddictGrrl,16910296
