full_text,tweet_id,screen_name,user_ID
Thank you so much! Miss you friend! 😊 https://t.co/UnkJPnOpgx,1512401062065491971,mattieplummer,44192901
"Megan Ahearn just supported @mattieplummer on @buymeacoffee! 🎉

 You can buy them a coffee here — https://t.co/yOIurAIBNb",1512178319839612936,mattieplummer,44192901
"Ryan McGuire just supported @mattieplummer on @buymeacoffee! 🎉

 You can buy them a coffee here — https://t.co/4rnjOMjZth",1512119667892101125,mattieplummer,44192901
"Untitled // new design

#GraphicDesign #art #digitalart https://t.co/33jx50Rv4L",1512051058754961408,mattieplummer,44192901
"Mahomes // New Design
#GraphicDesign #Design #Chiefs #TexasTech #RedRaiders @PatrickMahomes https://t.co/rbOhFx33yH",1506419844157259781,mattieplummer,44192901
Trying some new stuff with my designs. I’m really into work by designers like @mattjlange lately and wanted to stretch my creative muscles a bit! #GraphicDesign #football https://t.co/QKR3zbrtu7,1505980884910067714,mattieplummer,44192901
Some #design #concepts for general social promotions and athletics at UTPB. #GraphicDesign | #Football | #Swimming https://t.co/t0wFV0tjsz,1499774584429719555,mattieplummer,44192901
"Edge of the Everything // new design
#graphicdesign #digitalart #nft https://t.co/oJJSWdrGyU",1494389716032045058,mattieplummer,44192901
Tom Brady right now #TomBrady #Buccaneers https://t.co/rcmAoe8xZ6,1485358886920110085,mattieplummer,44192901
https://t.co/bEgPwO2zjn #NFTCommunity #nft #nftart,1481286941509304322,mattieplummer,44192901
