full_text,tweet_id,screen_name,user_ID
"The journalism marathon post-grad is very trying. I'm in love with the process though, in pursuit of my first full-time opp. &amp; enjoying my most successful run yet! Was recently told ""pub your work more, the way you do others"" so here's a thread of some of mine from this season ⤵️",1514775094098157573,StayTrueSDot3,1721073734
