full_text,tweet_id,screen_name,user_ID
He and Soler turned into the best outfielders I’ve ever seen in the playoffs &amp; then said y’all be easy ✌️ https://t.co/D8cTtgVbRx,1514844624396984320,NGLP124,927756114
