full_text,tweet_id,screen_name,user_ID
"2024 RHP/OF Tommy White @montinibaseball - generating swings &amp; misses and jam shots with run on FB. Athletic build , loud bat &amp; speed on bases , covers ground in OF. @WCbaseballclub @StevieBobbins @bigherbbaseball @FlatgroundApp @BUncommitted https://t.co/mYMa0cvSNs",1514937399331196930,coachchris3,89472181
