full_text,tweet_id,screen_name,user_ID
"""The plan is to fill Hernandez’s absence with rotation of Raimel Tapia &amp; Brad Zimmer"" https://t.co/RZgIl3Frzq",1514705789658750976,Road_Guy_Colin,916373346912276480
