full_text,tweet_id,screen_name,user_ID
Always hard to play against 12! When will the FAs infatuation with #Liverpool end? #MCILIV #bbcfootball,1513198920893091846,SmoreARG,1109669509
"It was around this time last year Hubert Davis got so much hate from Tar Heel ""fans""... Absolutely amazing to see what he's done his first year! But even more ""surprising"" is the rate at which all the keyboard warriors have disappeared #UNCvsDuke #UNCBasketball #MarchMadness2022",1510466908155523077,SmoreARG,1109669509
Does anyone whine more than @Max33Verstappen ? #SaudiArabianGP #F1 #FormulaOne,1508147043017048074,SmoreARG,1109669509
"Sky Sports: FIA admit 'human error' in Hamilton-Verstappen title controversy.
This is absurd and wrong on so many levels. The title should be given to the rightful winner  #AbuDhabiGP #F1 

https://t.co/1qbd3sWTSP",1505376692994551811,SmoreARG,1109669509
If you are not interested in reading the rules... The last 5 min of #DriveToSurvive4  that captures the reactions of all the drivers in real time is all you need to see to realize that @LewisHamilton was absolutely robbed in the last race. #F1xed  #F1 #Formula1,1502857134744158210,SmoreARG,1109669509
No question! One of the best owners in the history of British Football! Absolutely gutted! :( #Chelsea #CFC #ThankYouRoman #ChelseaFootballClub https://t.co/rLjfGpeu4e,1499198047498162177,SmoreARG,1109669509
Cannot believe Ketia didn't get a red during regular time and now Elliot and TAA should have seen yellow if not a red. Liverpool playing with 12! #CarabaoCup #CHELIV,1498007455422418946,SmoreARG,1109669509
"This half time show is better than I even imagined it would be. 🔥🔥🔥🔥
#SuperBowl #HalfTimeShow",1493031552586035206,SmoreARG,1109669509
Absolutely disgusted with the NFL team owners mentioned here... This CANNOT go on! #NFL #RooneyRule https://t.co/WcKpuAVZJ6,1488659732080513032,SmoreARG,1109669509
This is absolutely absurd and disgusting... We cannot stand for this in this country! #Embarrassing #Shame #MitchMcConnellisARacist https://t.co/ud4IOKkztf,1484550302556639232,SmoreARG,1109669509
