full_text,tweet_id,screen_name,user_ID
"Can’t wait for the draft to hurry up and get here, April is full of bad takes &amp; player comparisons.",1514642809462140933,TheJagPack,1344275212020416512
"Debatable, although Taven was bad it he was a late 1st rounder (29) and managed to get a 2nd contract. Willams was a top 10 pick &amp; out the league entirely after 5 seasons. https://t.co/hNFkZk76zr",1514641185918357518,TheJagPack,1344275212020416512
