full_text,tweet_id,screen_name,user_ID
Two things to look forward to today.. Kayvon Thibodeaux &amp; Aidan Hutchinson are visiting Jets today.. &amp; #LFGM #TakeFlight,1514937836952342530,jets_rebellion,1098603980039639041
