full_text,tweet_id,screen_name,user_ID
happiest birthday to the most talented angel and one of my favorite artist ever @drIingstrlet 💗 you have a bright future ahead of u and i’m wishing u all the best things in life. i hope u have a wonderful day. ilysm &lt;3,1514764972529659955,glensinterlude,1311044592855203840
