full_text,tweet_id,screen_name,user_ID
Tap in with me &amp; @ThePackageJG now! #GoldenSpaces #HoopSpaces #Playoffs https://t.co/UjCmcupQ6d,1514748438772080647,natfluential,742774221353390080
