full_text,tweet_id,screen_name,user_ID
#snippet #newmusic2022 #unsigned #goodmusic #PressPlay #NowPlaying #TikTok https://t.co/zenwYbQ6os,1514788392092925958,JoskiKidd,34844016
"Man this cap! y’all come through the front door talking about y’all job, y’all day, hair, clothes, friends, &amp; family! These tweets be fake! Y’all like highlighting dysfunction in our communities! If bw are raising bm then why are they still turning out like this then?? B/c Y’all https://t.co/J9S0u4bQ1G",1514711780555206662,JoskiKidd,34844016
