full_text,tweet_id,screen_name,user_ID
"Idc if you’re Republican or Democrat, get the corruption out of here! &gt;&gt;&gt; NY lieutenant governor resigns after arrest in federal probe (from @AP) https://t.co/D8gHBA0yFn",1513990012324429828,HappilyKathy56,268001488
"That is disgraceful.  Michigan never disappoints.  &gt;&gt;&gt; Whitmer kidnap plot: 2 men acquitted, hung jury for 2 more (from @AP) https://t.co/4Ok7Tlqw25",1512559361075388417,HappilyKathy56,268001488
