full_text,tweet_id,screen_name,user_ID
"Nba series winners thoughts? 

Timberwolves &gt; Memphis 
Nets &gt; Celtics 
Bucks &gt; Bulls
Warriors &gt; nuggets 
Philly &gt; Raptors 
Dallas &gt; Jazz",1514635153414541321,Kweav_Sports,512438877
