full_text,tweet_id,screen_name,user_ID
It’s that age range thought process. A microcosm of that train of thought. Will always support a browns player &amp; more importantly a genuine and good person but this crap….#smh https://t.co/enst4oB1dz,1514728218846277636,CTomon,32870031
