full_text,tweet_id,screen_name,user_ID
This team just leeps on winning what are you waiting on come start winning with us https://t.co/cU95hW7A6v,1514630768160645121,krum2891,1289208943995236353
Join the team already I gurantee the sub fee is less than your lost wagers!!!! https://t.co/uLq1XUGpGN,1514249822571794439,krum2891,1289208943995236353
I made $$yesterday did you? Here's my secret weapon https://t.co/NJz2pnkhYY,1513888140838191110,krum2891,1289208943995236353
It does not get any easier join the team and stop giving money to bookies/books have them start paying you https://t.co/DTtbmXoblN,1513525424751616003,krum2891,1289208943995236353
See if you would  just join the team like me your book would have grown by 1/3on today's picks alone doubled it since friday!!!! Or you can keep paying sports books but I like getting paid way more https://t.co/lPSG6iMMgy,1513350891130306567,krum2891,1289208943995236353
I keep telling yall this is how to get an edge the last 2 days out of 15 wagers I have 3 Ls https://t.co/2H4cgQmlrj,1513155036448272385,krum2891,1289208943995236353
If your tired of loosing your wagers come join the winning team https://t.co/HxWgN1DdwN,1512797450809053190,krum2891,1289208943995236353
Gurantee to open your season in the green https://t.co/Ln4vRG4s93,1512071550538711057,krum2891,1289208943995236353
This is where all the winning is at https://t.co/ixlW1VkXeU,1511820284189413387,krum2891,1289208943995236353
How did the raiders fleece green bay like that? Only one 1st rd pick for adams???,1504765022710509568,krum2891,1289208943995236353
