full_text,tweet_id,screen_name,user_ID
Lakers Off Season Plans | Lakers Coaching Search | Westbrook Trade Rumor... https://t.co/2HVfe0IQk7 via @YouTube @Lakers,1514365336799252480,ZSPN_Sports,1143548950840008705
