full_text,tweet_id,screen_name,user_ID
BREAKING NEWS; Pirates and CF Bryan Reynolds agree on 2 year contract extension @JeffPassan first; #LetsGoBucs #MLB #Pirates #DUUUVAL,1514637813211443207,Sports_fanatic2,69092166
