index,name,media_handle,media_user_id,origin_list
901,Liam Stack,liamstack,133929829,US-journo-Twitter
902,Reza Sayah,SayahTweets,17236539,US-journo-Twitter
903,Jack Smith IV,JackSmithIV,27306129,US-journo-Twitter
904,Marc Caputo,MarcACaputo,227373977,US-journo-Twitter
905,Burgess Everett,burgessev,407013776,US-journo-Twitter
906,Ryan Grim,ryangrim,16170253,US-journo-Twitter
907,Jim Wallis,jimwallis,17322445,US-journo-Twitter
908,Marc Ambinder,marcambinder,12340562,US-journo-Twitter
909,Mustafa Akyol,AkyolinEnglish,295431169,US-journo-Twitter
910,Kathryn Jean Lopez,kathrynlopez,20245031,US-journo-Twitter
911,Reihan Salam,reihan,14275562,US-journo-Twitter
912,Matt Lee,APDiploWriter,2149973089,US-journo-Twitter
913,Amy Harder,AmyAHarder,39279393,US-journo-Twitter
914,Coral Davenport,CoralMDavenport,48075643,US-journo-Twitter
915,Nick Cotsonika,cotsonika,34330026,US-journo-Twitter
916,Sonny Bunch,SonnyBunch,70424767,US-journo-Twitter
917,Ruby Cramer,rubycramer,18697888,US-journo-Twitter
918,Dena Takruri,Dena,250418819,US-journo-Twitter
919,H. Alan Scott,HAlanScott,14326245,US-journo-Twitter
920,Zaid Jilani,ZaidJilani,66533920,US-journo-Twitter
921,Dan Froomkin,froomkin,14588748,US-journo-Twitter
922,Lisa Daftari,LisaDaftari,47722134,US-journo-Twitter
923,Susan Glasser,sbg1,31037199,US-journo-Twitter
924,Heidi Przybyla,HeidiPrzybyla,234186830,US-journo-Twitter
925,Leena K. Rao,LeenaRao,19744978,US-journo-Twitter
926,d. Watkins,dwatkinsworld,208640090,US-journo-Twitter
927,David M. Drucker,DavidMDrucker,104299137,US-journo-Twitter
929,Tara Setmayer,TaraSetmayer,1591400760,US-journo-Twitter
930,Patti Ann Browne,pattiannbrowne,248837329,US-journo-Twitter
931,Asawin Suebsaeng,swin24,44688778,US-journo-Twitter
932,David Freddoso,freddoso,16007460,US-journo-Twitter
933,Christopher Ingraham,_cingraham,452521774,US-journo-Twitter
934,John Paczkowski,JohnPaczkowski,13475802,US-journo-Twitter
935,Kyung Lah,KyungLahCNN,78231411,US-journo-Twitter
936,Mike DeBonis,mikedebonis,16753660,US-journo-Twitter
937,Katie Halper,kthalps,15859912,US-journo-Twitter
938,Mickey Kaus,kausmickey,30534986,US-journo-Twitter
939,Lauren Bohn,LaurenBohn,168663228,US-journo-Twitter
940,Christina Bellantoni,cbellantoni,15689503,US-journo-Twitter
941,Michael Luo,michaelluo,19086456,US-journo-Twitter
942,Scott Kirsner,ScottKirsner,896221,US-journo-Twitter
943,Pardes Seleh,PardesSeleh,3192441942,US-journo-Twitter
944,Ron Elving,NPRrelving,301750247,US-journo-Twitter
945,Meg Tirrell,megtirrell,47678782,US-journo-Twitter
946,Dahlia Lithwick,Dahlialithwick,135897307,US-journo-Twitter
947,Jennifer Westhoven,JenWesthoven,338970840,US-journo-Twitter
948,Julie Bosman,juliebosman,29263488,US-journo-Twitter
949,Philip Klein,philipaklein,20378448,US-journo-Twitter
950,Cheryl Casone,cherylcasone,112283476,US-journo-Twitter
951,ErikWemple,ErikWemple,18771370,US-journo-Twitter
952,Michelle Kosinski,MichLKosinski,303898942,US-journo-Twitter
953,Susan Davis,DaviSusan,151444950,US-journo-Twitter
954,Farai Chideya,farai,19152977,US-journo-Twitter
955,Steve Clemons,SCClemons,16172991,US-journo-Twitter
956,Rebecca Ballhaus,rebeccaballhaus,705706292,US-journo-Twitter
957,Carl Azuz,CarlAzuzCNN,271077936,US-journo-Twitter
958,Gary Tuchman,GaryTuchmanCNN,104446737,US-journo-Twitter
959,Melissa Gira Grant,melissagira,76093,US-journo-Twitter
960,David Nakamura,DavidNakamura,23621827,US-journo-Twitter
961,Lourdes Del Río,Lourdes_DelRio,33304904,US-journo-Twitter
962,Christine Brennan,cbrennansports,25844225,US-journo-Twitter
963,Nick Casey,caseysjournal,1611486986,US-journo-Twitter
964,DanRiehl,DanRiehl,18176907,US-journo-Twitter
965,Charles Ornstein,charlesornstein,22278303,US-journo-Twitter
966,Steve Kopack,SteveKopack,15065434,US-journo-Twitter
967,Michelle Goldberg,michelleinbklyn,212657985,US-journo-Twitter
968,Steve Benen,stevebenen,27511061,US-journo-Twitter
969,Allison Kilkenny,allisonkilkenny,14752085,US-journo-Twitter
970,Jonathan Allen,jonallendc,43409523,US-journo-Twitter
971,David Beard,dabeard,28279637,US-journo-Twitter
972,Jen Psaki,jrpsaki,388513351,US-journo-Twitter
973,Karen Finerman,karenfinerman,851544830,US-journo-Twitter
974,Tom Philpott,tomphilpott,29628889,US-journo-Twitter
975,Julian Sanchez,normative,8548612,US-journo-Twitter
976,Michael Falcone,michaelpfalcone,15399512,US-journo-Twitter
977,Michael Grunwald,MikeGrunwald,52521572,US-journo-Twitter
978,Ram Ramgopal,RamCNN,16299754,US-journo-Twitter
979,Frank Gaffney,frankgaffney,44653060,US-journo-Twitter
980,Ryan Saavedra 🇺🇸,RealSaavedra,812135885328236544,US-journo-Twitter
981,Eliana Johnson,elianayjohnson,757893380,US-journo-Twitter
982,Harry Fear,harryfear,29018320,US-journo-Twitter
983,Courtney Friel,courtneyfriel,15501934,US-journo-Twitter
984,Mark Hemingway,Heminator,14347972,US-journo-Twitter
985,Hannah Dreier,hannahdreier,92854623,US-journo-Twitter
986,Pamela Brown,PamelaBrownCNN,63188873,US-journo-Twitter
987,Gideon Resnick,GideonResnick,377778216,US-journo-Twitter
988,Seema Mody,seemacnbc,61292961,US-journo-Twitter
989,Michelle Higgins,michellehiggins,21145241,US-journo-Twitter
990,Bob Cesca,bobcesca_go,97106823,US-journo-Twitter
991,Shane Bauer,shane_bauer,415985101,US-journo-Twitter
992,Renee Montagne,nprmontagne,161715155,US-journo-Twitter
993,Mike Emanuel,MikeEmanuelFox,129879105,US-journo-Twitter
994,Keir Simmons,KeirSimmons,23189508,US-journo-Twitter
995,michaelscherer,michaelscherer,17910554,US-journo-Twitter
996,Mike Memoli,mikememoli,16072058,US-journo-Twitter
997,Matthew Rosenberg,AllMattNYT,47960267,US-journo-Twitter
998,Patrick LaForge,palafo,2020351,US-journo-Twitter
999,💥dodai💥,dodaistewart,30752163,US-journo-Twitter
1000,Stuart Rothenberg,StuPolitics,250784170,US-journo-Twitter
1001,Ryan Avent,ryanavent,17142046,US-journo-Twitter
1002,Michael Shure,michaelshure,161752401,US-journo-Twitter
1003,David Dayen Pass-Through Vehicle LLC,ddayen,7864222,US-journo-Twitter
1004,Karen Attiah,KarenAttiah,16684243,US-journo-Twitter
1005,Jeff Lord,realJeffreyLord,397545273,US-journo-Twitter
1006,Cecilia Vega,CeciliaVega,22049293,US-journo-Twitter
1007,Will Saletan,saletan,83374478,US-journo-Twitter
1008,Derek Hunter,derekahunter,56149176,US-journo-Twitter
1009,Nia-Malika Henderson,niaCNN,20259954,US-journo-Twitter
1010,Heather C. McGhee,hmcghee,17375057,US-journo-Twitter
1011,Patrick J. Buchanan,PatrickBuchanan,19599446,US-journo-Twitter
1012,Remi Maalouf,RemiMaalouf,590103399,US-journo-Twitter
1013,Carrie Dann,CarrieNBCNews,21027715,US-journo-Twitter
1014,John Gerzema,johngerzema,17429334,US-journo-Twitter
1015,Hayes Brown,HayesBrown,65551087,US-journo-Twitter
1016,Rosalind Helderman,PostRoz,292549803,US-journo-Twitter
1017,Aaron E. Carroll,aaronecarroll,26138276,US-journo-Twitter
1018,Ben Dreyfuss,bendreyfuss,18269124,US-journo-Twitter
1019,Chris Moody,moody,18963809,US-journo-Twitter
1020,Dylan Matthews,dylanmatt,15950086,US-journo-Twitter
1021,Matt Bradley,MattMcBradley,95048311,US-journo-Twitter
1022,Lauren Young,LaurenYoung,19785281,US-journo-Twitter
1023,Jackie Kucinich,JFKucinich,15159913,US-journo-Twitter
1024,Christine Romans,ChristineRomans,16329199,US-journo-Twitter
1025,Lynn Sweet,lynnsweet,14688489,US-journo-Twitter
1026,Avik Roy,Avik,49457533,US-journo-Twitter
1027,📉Tae Kim,firstadopter,16598957,US-journo-Twitter
1028,Josh Gerstein,joshgerstein,64916983,US-journo-Twitter
1029,Julie Mason,juliemason,6904552,US-journo-Twitter
1030,Francine Lacqua,flacqua,63222576,US-journo-Twitter
1031,Lisa Desjardins,LisaDNews,114050808,US-journo-Twitter
1032,jay kang,jaycaspiankang,25772065,US-journo-Twitter
1033,Elise Jordan,Elise_Jordan,102251724,US-journo-Twitter
1034,Myra MacDonald,myraemacdonald,14889248,US-journo-Twitter
1035,Ana Cabrera,AnaCabrera,31565351,US-journo-Twitter
1036,carl hulse,hillhulse,138479037,US-journo-Twitter
1037,Michael Barone,MichaelBarone,234540332,US-journo-Twitter
1038,Errol Louis,errollouis,16376937,US-journo-Twitter
1039,Gerald F Seib,GeraldFSeib,18915795,US-journo-Twitter
1040,Sarah Jones,onesarahjones,113250460,US-journo-Twitter
1041,Mohamed Eljarh,Eljarh,97379585,US-journo-Twitter
1042,Elise Hu,elisewho,16001350,US-journo-Twitter
1043,Michael Knowles,michaeljknowles,31047836,US-journo-Twitter
1044,Ann Telnaes,AnnTelnaes,558040899,US-journo-Twitter
1045,Margot Sanger-Katz,sangerkatz,370113964,US-journo-Twitter
1046,Gianna Toboni,GiannaToboni,192682116,US-journo-Twitter
1047,Cliff Schecter,cliffschecter,18549385,US-journo-Twitter
1048,Ben Hubbard,NYTBen,299734693,US-journo-Twitter
1049,Emma Gray,emmaladyrose,123655512,US-journo-Twitter
1050,Adam Entous,adamentous,47098558,US-journo-Twitter
1051,José @ MSNBC,JDBmsnbc,97503010,US-journo-Twitter
1052,Eugene Scott,Eugene_Scott,315331161,US-journo-Twitter
1053,Scarlet Fu,scarletfu,233704756,US-journo-Twitter
1054,Rachel Martin,rachelnpr,48071844,US-journo-Twitter
1055,Jack Cafferty,jackcafferty,15224941,US-journo-Twitter
1056,Tim Dickinson,7im,17375281,US-journo-Twitter
1057,Sister Toldjah ツ,sistertoldjah,16377693,US-journo-Twitter
1058,Liliana Segura,LilianaSegura,28339843,US-journo-Twitter
1059,Nicole Perlroth,nicoleperlroth,13404292,US-journo-Twitter
1060,Danielle Dellorto,DanielleTV,14909968,US-journo-Twitter
1061,Jeff Mason,jeffmason1,120180668,US-journo-Twitter
1062,Mark Mazzetti,MarkMazzettiNYT,168684891,US-journo-Twitter
1063,Simon Shuster,shustry,122685408,US-journo-Twitter
1064,Rafael Romo,RafaelRomoCNN,36480504,US-journo-Twitter
1065,Alex Isenstadt,politicoalex,90077282,US-journo-Twitter
1066,Simon Nixon,Simon_Nixon,187965811,US-journo-Twitter
1067,Jesse Singal,jessesingal,214337395,US-journo-Twitter
1068,Jason Rezaian,jrezaian,14926939,US-journo-Twitter
1069,Michael M. Grynbaum,grynbaum,19570075,US-journo-Twitter
1070,Mike Konczal,rortybomb,48132847,US-journo-Twitter
1071,E McMorris-Santoro,EvanMcS,20281013,US-journo-Twitter
1072,Ian James Lee,ianjameslee,40198892,US-journo-Twitter
1073,Scott Hensley,scotthensley,18208763,US-journo-Twitter
1074,Mike Giglio,mike_giglio,244743317,US-journo-Twitter
1075,Olivia Solon,oliviasolon,137703483,US-journo-Twitter
1076,Alexandra Jaffe,ajjaffe,28049266,US-journo-Twitter
1077,Bill Neely,BillNeelyNBC,87165980,US-journo-Twitter
1078,Gerardo Reyes,GerardoReyesC,69988809,US-journo-Twitter
1079,"John L. Allen, Jr.",JohnLAllenJr,1211852089,US-journo-Twitter
1080,Heather Havrilesky,hhavrilesky,48428463,US-journo-Twitter
1081,Jon Fortt,jonfortt,26819104,US-journo-Twitter
1082,Robert Barnes,scotusreporter,262799941,US-journo-Twitter
1083,Zoe Tillman,ZoeTillman,52392666,US-journo-Twitter
1084,Abigail Hauslohner,ahauslohner,132476518,US-journo-Twitter
1085,Kyle Cheney,kyledcheney,23578274,US-journo-Twitter
1086,Jeff Pegues,jeffpeguescbs,1552776714,US-journo-Twitter
1087,Luke Rosiak,lukerosiak,126755086,US-journo-Twitter
1088,Kate Nocera,KateNocera,14870670,US-journo-Twitter
1089,Ivan Oransky,ivanoransky,15859033,US-journo-Twitter
1090,Contessa Brewer,contessabrewer,16456599,US-journo-Twitter
1091,Thomas E. Ricks,tomricks1,2319632756,US-journo-Twitter
1092,Michael C Moynihan,mcmoynihan,22056192,US-journo-Twitter
1093,Casey Stegall,caseystegall,266084180,US-journo-Twitter
1094,Ariel Edwards-Levy,aedwardslevy,23908154,US-journo-Twitter
1095,Alastair Gale,AlastairGale,222678761,US-journo-Twitter
1096,Jim VandeHei,JimVandeHei,244212645,US-journo-Twitter
1097,Mara Liasson,MaraLiasson,875580120,US-journo-Twitter
1098,Ellen Barry,EllenBarryNYT,199766003,US-journo-Twitter
1099,Jay Cost,JayCostTWS,550708707,US-journo-Twitter
1100,Stephen Green,VodkaPundit,17118279,US-journo-Twitter
1101,deaux,dstfelix,85553575,US-journo-Twitter
1102,Elizabeth Kolbert,ElizKolbert,1732829419,US-journo-Twitter
1103,Jason Linkins,dceiver,14066024,US-journo-Twitter
1104,Matt Bai,mattbai,16340501,US-journo-Twitter
1105,Matthew Chance,mchancecnn,45536687,US-journo-Twitter
1106,Elise Labott,eliselabottcnn,18996618,US-journo-Twitter
1107,Alan K. Ota,Alankota,261918703,US-journo-Twitter
1108,Sewell Chan,sewellchan,1198481,US-journo-Twitter
1109,Jeffy,JeffyMRA,32951634,US-journo-Twitter
1110,Ashlee Vance,valleyhack,81961201,US-journo-Twitter
1111,Garrett Haake,GarrettHaake,47991586,US-journo-Twitter
1112,Chris Mooney,chriscmooney,49164309,US-journo-Twitter
1113,Julia Boorstin,JBoorstin,24266406,US-journo-Twitter
1114,Radhika Jones,radhikajones,56164952,US-journo-Twitter
1115,Matt Ford,fordm,26559241,US-journo-Twitter
1116,Jo Ling Kent,jolingkent,17746914,US-journo-Twitter
1117,Ian Johnson,iandenisjohnson,91069414,US-journo-Twitter
1118,Zanny Minton Beddoes,zannymb,291690583,US-journo-Twitter
1119,Josh Mankiewicz,JoshMankiewicz,50401467,US-journo-Twitter
1120,Brad Heath,bradheath,14362404,US-journo-Twitter
1121,Laura Coates,thelauracoates,3039781324,US-journo-Twitter
1122,Paul McLeod,pdmcleod,123322294,US-journo-Twitter
1123,Max Foster,MaxFosterCNN,155954125,US-journo-Twitter
1124,Steve Brusk,stevebruskCNN,14620003,US-journo-Twitter
1125,brad plumer,bradplumer,15507433,US-journo-Twitter
1126,Doug Wead,DougWead,16296683,US-journo-Twitter
1127,Aura Bogado,aurabogado,15407632,US-journo-Twitter
1128,ryan cooper,ryanlcooper,214120461,US-journo-Twitter
1129,Chloe Angyal,ChloeAngyal,51426896,US-journo-Twitter
1130,Phil Elliott,Philip_Elliott,16898332,US-journo-Twitter
1131,Jonathan Lemire,JonLemire,182398325,US-journo-Twitter
1132,Isobel Yeung,IsobelYeung,1344466075,US-journo-Twitter
1133,Mohammed Jamjoom,MIJamjoom,23311675,US-journo-Twitter
1134,Mary Louise Kelly,NPRKelly,564069706,US-journo-Twitter
1135,Micah Zenko,MicahZenko,229599399,US-journo-Twitter
1136,John Ziegler,Zigmanfreud,558360059,US-journo-Twitter
1137,Tanzina Vega,tanzinavega,154145174,US-journo-Twitter
1138,Igor Bobic,igorbobic,250492272,US-journo-Twitter
1139,Hannah Allam,HannahAllam,56081005,US-journo-Twitter
1140,Bill Griffeth,BillGriffeth,354948782,US-journo-Twitter
1141,Alison Kosik,AlisonKosik,158573447,US-journo-Twitter
1142,Bobby Ghosh,ghoshworld,244957467,US-journo-Twitter
1143,Daniel Gross,grossdm,41159876,US-journo-Twitter
1144,Marc Thiessen,marcthiessen,27245742,US-journo-Twitter
1145,Emma Roller,emmaroller,66768858,US-journo-Twitter
1146,Chris Barron,ChrisRBarron,107433523,US-journo-Twitter
1147,Kate Aurthur,KateAurthur,21630311,US-journo-Twitter
1148,Kate Bennett,KateBennett_DC,55369810,US-journo-Twitter
1149,Niels Lesniewski,nielslesniewski,140286364,US-journo-Twitter
1150,Azi,Azi,15264675,US-journo-Twitter
1151,Larry O'Connor,LarryOConnor,89297892,US-journo-Twitter
1152,Ruth Marcus,RuthMarcus,21148783,US-journo-Twitter
1153,Erik Schatzker,ErikSchatzker,106878438,US-journo-Twitter
1154,John McWhorter,JohnHMcWhorter,1306199515,US-journo-Twitter
1155,Michael van Poppel,mpoppel,17568791,US-journo-Twitter
1156,Craig Silverman,CraigSilverman,975731,US-journo-Twitter
1157,Scott Bixby,scottbix,148116121,US-journo-Twitter
1158,Tom Bevan,TomBevanRCP,15988710,US-journo-Twitter
1159,Margaret Talev,margarettalev,58869089,US-journo-Twitter
1160,Jenny from the Vox,jenn_ruth,611346290,US-journo-Twitter
1161,MaryElizabeth Williams,embeedub,14528221,US-journo-Twitter
1162,Emily Ashton,elashton,24758341,US-journo-Twitter
1163,Eric Shawn,EricShawnTV,167122787,US-journo-Twitter
1164,Jeffrey Young,JeffYoung,80111587,US-journo-Twitter
1165,Conor Sen,conorsen,70778344,US-journo-Twitter
1166,Erin McPike,ErinMcPike,35027698,US-journo-Twitter
1167,Miles Kahn,mileskahn,17815912,US-journo-Twitter
1168,H. A. Goodman,HAGOODMANAUTHOR,2513881490,US-journo-Twitter
1169,Alexis Levinson,alexis_levinson,188857501,US-journo-Twitter
1170,Peter Orszag,porszag,138799178,US-journo-Twitter
1171,Mona Charen,monacharenEPPC,257886199,US-journo-Twitter
1172,Monica Alba,albamonica,71584155,US-journo-Twitter
1173,Mychal Denzel Smith,mychalsmith,136417827,US-journo-Twitter
1174,Adam Gabbatt,adamgabbatt,20088745,US-journo-Twitter
1175,Paul Sonne,PaulSonne,66492948,US-journo-Twitter
1176,Andrew Roth,Andrew__Roth,249060131,US-journo-Twitter
1177,Randi Kaye,randikayeCNN,36232215,US-journo-Twitter
1178,Frederik Pleitgen,fpleitgenCNN,23572083,US-journo-Twitter
1179,Scott Shane,ScottShaneNYT,61817626,US-journo-Twitter
1180,Jon Swartz,jswartz,16018805,US-journo-Twitter
1181,Sean Sullivan,WaPoSean,169586280,US-journo-Twitter
1182,Jessica Taylor,JessicaTaylor,93876666,US-journo-Twitter
1183,Jeff Glor,jeffglor,41662642,US-journo-Twitter
1184,Jeff Stein,JStein_WaPo,334385278,US-journo-Twitter
1185,Jeff Stein,SpyTalker,28366439,US-journo-Twitter
1186,Michelle Ye Hee Lee,myhlee,17066022,US-journo-Twitter
1187,Alex Fitzpatrick,AlexJamesFitz,24622734,US-journo-Twitter
1188,Lauren Wolfe,Wolfe321,248817681,US-journo-Twitter
1189,María Teresa Kumar,MariaTeresa1,25535595,US-journo-Twitter
1190,jimrutenberg,jimrutenberg,255347566,US-journo-Twitter
1191,Zach Seward,zseward,19430233,US-journo-Twitter
1192,Charlie Hurt,CharlesHurt,97034895,US-journo-Twitter
1193,Michael Brendan Dougherty,michaelbd,9840002,US-journo-Twitter
1194,Sara Ganim,sganim,280183446,US-journo-Twitter
1195,Steve Vladeck,steve_vladeck,380268462,US-journo-Twitter
1196,Lorcan Roche Kelly,LorcanRK,23116875,US-journo-Twitter
1197,Eric Schmitt,EricSchmittNYT,341118458,US-journo-Twitter
1198,Reid J. Epstein,reidepstein,18772897,US-journo-Twitter
1199,"Nancy Youssef, نانسى",nancyayoussef,30550346,US-journo-Twitter
1200,Lisa Abramowicz,lisaabramowicz1,1327359720,US-journo-Twitter
1201,Brandon Morse,TheBrandonMorse,31136822,US-journo-Twitter
1202,Mark Landler,MarkLandler,120233868,US-journo-Twitter
1203,Betsy Klein,betsy_klein,22302678,US-journo-Twitter
1204,Carrie Johnson,johnson_carrie,299877078,US-journo-Twitter
1205,Motoko Rich,motokorich,52089472,US-journo-Twitter
1206,Ian Pannell,IanPannell,146449017,US-journo-Twitter
1207,scott horsley,HorsleyScott,485083111,US-journo-Twitter
1208,Michael Santoli,michaelsantoli,898301664,US-journo-Twitter
1209,Joseph A. LaVorgna,Lavorgnanomics,617381538,US-journo-Twitter
1210,Corby Kummer,CKummer,19396923,US-journo-Twitter
1211,Tom Winter,Tom_Winter,27101698,US-journo-Twitter
1212,Gerard Baker,gerardtbaker,229139732,US-journo-Twitter
1213,Timothy Garton Ash,fromTGA,220624198,US-journo-Twitter
1214,John McCormack,McCormackJohn,27689907,US-journo-Twitter
1215,Evan Pérez,evanperez,92544900,US-journo-Twitter
1216,Jim Tankersley (Off This Platform for Lent),jimtankersley,133947893,US-journo-Twitter
1217,Dan Lamothe,DanLamothe,68498034,US-journo-Twitter
1218,Rum cream on ice 🇯🇲,shani_o,13367172,US-journo-Twitter
1219,Jay Yarow,jyarow,16370204,US-journo-Twitter
1220,Graeme Wood,gcaw,14848157,US-journo-Twitter
1221,David Perrotin,davidperrotin,233532563,US-journo-Twitter
1222,Jared Keller,jaredbkeller,53429839,US-journo-Twitter
1223,Mike Hayes,michaelhayes,7764332,US-journo-Twitter
1224,Emre Peker,wsjemre,627156320,US-journo-Twitter
1225,Joe Cirincione,Cirincione,22843167,US-journo-Twitter
1226,Tom Watson,tomwatson,1049171,US-journo-Twitter
1227,Phil Kerpen,kerpen,6724252,US-journo-Twitter
1228,P. J. O'Rourke,PJORourke,254036748,US-journo-Twitter
1229,Alyson Shontell,ajs,24941044,US-journo-Twitter
1230,Steve Kovach,stevekovach,17198424,US-journo-Twitter
1231,Alex Griswold,HashtagGriswold,1536600704,US-journo-Twitter
1232,Vaughn Hillyard,VaughnHillyard,68611923,US-journo-Twitter
1233,Rosa Brooks,brooks_rosa,714891474,US-journo-Twitter
1234,Tim Alberta,TimAlberta,184860130,US-journo-Twitter
1235,Dylan Scott,dylanlscott,118130765,US-journo-Twitter
1236,Rob Crilly,robcrilly,14389212,US-journo-Twitter
1237,Scott Wong,scottwongDC,136550204,US-journo-Twitter
1238,Amanda Prestigiacomo,AmandaPresto,2312893002,US-journo-Twitter
1239,Jon Ward,jonward11,16297707,US-journo-Twitter
1240,Elizabeth Landers,ElizLanders,263473924,US-journo-Twitter
1241,Jennifer L. Pozner,jennpozner,27221778,US-journo-Twitter
1242,Carla Marinucci,cmarinucci,16162149,US-journo-Twitter
1243,Robert Mackey,RobertMackey,17737614,US-journo-Twitter
1244,Nick Pappas,NickAPappas,3294572733,US-journo-Twitter
1245,Dr. John Rutledge,johnrutledge,15321866,US-journo-Twitter
1246,Matt Apuzzo,mattapuzzo,15586316,US-journo-Twitter
1247,Ali Gharib,Ali_Gharib,152570227,US-journo-Twitter
1248,Dara Lind,DLind,14471411,US-journo-Twitter
1249,David A. Graham,GrahamDavidA,46955476,US-journo-Twitter
1250,Hunter Walker,hunterw,18967418,US-journo-Twitter
1251,Alex Witt,AlexWitt,23080711,US-journo-Twitter
1252,Jay Caruso,JayCaruso,11616202,US-journo-Twitter
1253,Tim Judah,timjudah1,191852684,US-journo-Twitter
1254,Vikas Bajaj,vikasbajaj,33338729,US-journo-Twitter
1255,Kelly McEvers,kellymcevers,104673756,US-journo-Twitter
1256,Alexa Olesen 欧蕾珊,ael_o,827721,US-journo-Twitter
1257,Julio Ricardo Varela,julito77,17050431,US-journo-Twitter
1258,Robert Hutton,RobDotHutton,105236496,US-journo-Twitter
1259,Adam Gopnik,adamgopnik,48354754,US-journo-Twitter
1260,Tony Fratto,TonyFratto,24002724,US-journo-Twitter
1261,Maeve Reston,MaeveReston,16555985,US-journo-Twitter
1262,Emma Vigeland,EmmaVigeland,742453163098296320,US-journo-Twitter
1263,Daniel Pipes,DanielPipes,51429353,US-journo-Twitter
1264,Molly Line,MollyLineFNC,233638131,US-journo-Twitter
1265,Simon Romero,viaSimonRomero,122792963,US-journo-Twitter
1266,Noam Scheiber,noamscheiber,249469549,US-journo-Twitter
1267,Alan White,aljwhite,24878499,US-journo-Twitter
1268,Shimon Prokupecz,ShimonPro,65277959,US-journo-Twitter
1269,john vause,vausecnn,36789856,US-journo-Twitter
1270,Jonathan Cheng,JChengWSJ,382788364,US-journo-Twitter
1271,Alex Moe,AlexNBCNews,163995093,US-journo-Twitter
1272,Lawrence Wright,lawrence_wright,177707651,US-journo-Twitter
1273,David Harsanyi,davidharsanyi,15302774,US-journo-Twitter
1274,Kerry Picket,KerryPicket,15537855,US-journo-Twitter
1275,Scott Lincicome,scottlincicome,100250921,US-journo-Twitter
1276,Anne Rumsey Gearan,agearan,15765991,US-journo-Twitter
1277,Gadi Schwartz,GadiNBC,36771787,US-journo-Twitter
1278,Hannah Cranston,HannahCranston,2282389477,US-journo-Twitter
1279,Ken Thomas,KThomasDC,15463486,US-journo-Twitter
1280,Yoni Appelbaum,YAppelbaum,269911034,US-journo-Twitter
1281,Tom Llamas,TomLlamasABC,86174088,US-journo-Twitter
1282,Jill Colvin,colvinj,20660342,US-journo-Twitter
1283,Ryan Nobles,ryanobles,16625082,US-journo-Twitter
1284,Bill Gertz,BillGertz,22267198,US-journo-Twitter
1285,Chuck Ross,ChuckRossDC,119837703,US-journo-Twitter
1286,Peter Wehner,Peter_Wehner,577432615,US-journo-Twitter
1287,Yuri Kageyama,yurikageyama,45289289,US-journo-Twitter
1288,Kathleen McLaughlin,kemc,16049944,US-journo-Twitter
1289,Michelle Singletary,SingletaryM,38683121,US-journo-Twitter
1290,Anton La Guardia,AntonLaGuardia,259323371,US-journo-Twitter
1291,Gayle Tzemach Lemmon,gaylelemmon,162114001,US-journo-Twitter
1292,Matthew Nussbaum,MatthewNussbaum,1871559758,US-journo-Twitter
1293,julie rovner,jrovner,16149614,US-journo-Twitter
1294,Shira T. Center,shiracenter,33222598,US-journo-Twitter
1295,Borja Echevarría,borjaechevarria,16276054,US-journo-Twitter
1296,adam nagourney,adamnagourney,339332911,US-journo-Twitter
1297,Louise Story,louisestory,32628749,US-journo-Twitter
1298,Ali Rogin,AliABCNews,49620730,US-journo-Twitter
1299,ryan teague beckwith,ryanbeckwith,16459325,US-journo-Twitter
1300,Laura Helmuth,laurahelmuth,182839127,US-journo-Twitter
1301,240 days ago Trump promised 24-hr Hezbollah answer,MattNegrin,15751676,US-journo-Twitter
1302,Carol Leonnig,CarolLeonnig,108710418,US-journo-Twitter
1303,Stephen L. Weiss,stephenLweiss,282245814,US-journo-Twitter
1304,Carley Shimkus,CarleyShimkus,486907980,US-journo-Twitter
1305,Shawna Thomas,Shawna,1025521,US-journo-Twitter
1306,Elizabeth Nolan Brown,ENBrown,3264081,US-journo-Twitter
1307,Dan Raviv,DanRaviv,19083676,US-journo-Twitter
1308,J. Escobedo Shepherd,jawnita,15856563,US-journo-Twitter
1309,columlynch,columlynch,17160680,US-journo-Twitter
1310,Katie Rogers,katierogers,14116915,US-journo-Twitter
1311,John Myers,johnmyers,20873135,US-journo-Twitter
1312,lancegould,lancegould,17442710,US-journo-Twitter
1313,Josh Hammer,josh_hammer,38813274,US-journo-Twitter
1314,Jon Schwarz,schwarz,15763959,US-journo-Twitter
1315,Emily Zanotti,emzanotti,5447242,US-journo-Twitter
1316,Michael Tomasky,mtomasky,125115830,US-journo-Twitter
1317,Eamon Javers,EamonJavers,257661436,US-journo-Twitter
1318,Beth Reinhard,bethreinhard,34022952,US-journo-Twitter
1319,Maria Abi-Habib,Abihabib,219017382,US-journo-Twitter
1320,John Herrman,jwherrman,27941766,US-journo-Twitter
1321,John Bacon,jmbacon,18164289,US-journo-Twitter
1322,Garrett M. Graff,vermontgmg,926601,US-journo-Twitter
1323,Alice Speri,alicesperi,97327765,US-journo-Twitter
1324,Jake Silverstein,jakesilverstein,21056978,US-journo-Twitter
1325,Greg Jaffe,GregJaffe,330579721,US-journo-Twitter
1326,Athena Jones,AthenaCNN,57751453,US-journo-Twitter
1327,Dan Zak,MrDanZak,66267332,US-journo-Twitter
1328,Richard Rubin,RichardRubinDC,227790723,US-journo-Twitter
