index,name,media_handle,media_user_id,origin_list
2696,france24.com,France24_en,25049056,US-Twitter
2698,bnd.com,bellevillenewsd,15670006,US-Twitter
2699,seattlepi.com,seattlepi,10648962,US-Twitter
2700,greensboro.com,newsandrecord,11853712,US-Twitter
2701,freebeacon.com,freebeacon,455764741,US-Twitter
2702,cincinnati.com,enquirer,14095883,US-Twitter
2703,thehour.com,thehournews,17769598,US-Twitter
2704,theintercept.com,theintercept,2329066872,US-Twitter
2705,nola.com,nolanews,14192680,US-Twitter
2706,democratandchronicle.com,dandc,17022537,US-Twitter
2707,c-span.org,cspan,15675138,US-Twitter
2708,c-span.org,cspanwj,15923226,US-Twitter
2709,news.com.au,newscomauHQ,15250661,US-Twitter
2710,elpais.com,elpaisinenglish,216739115,US-Twitter
2711,blueridgenow.com,blueridgenow,18556537,US-Twitter
2712,theepochtimes.com,epochtimes,29097819,US-Twitter
2714,fayobserver.com,fayobserver,13210422,US-Twitter
2715,mailtribune.com,mailtribune,7591102,US-Twitter
2716,mic.com,mic,139909832,US-Twitter
2717,mic.com,navigatingtrump,2575941744,US-Twitter
2718,mic.com,world_mic,2342241901,US-Twitter
2719,mic.com,themovement,1952364625,US-Twitter
2720,gazette.com,csgazette,12837932,US-Twitter
2721,reflector.com,reflectornews,17488749,US-Twitter
2722,watertowndailytimes.com,wdtnews,18727106,US-Twitter
2723,abc7.com,ABC7,16374678,US-Twitter
2724,nwitimes.com,nwi,5508672,US-Twitter
2725,truthdig.com,truthdig,15950681,US-Twitter
2726,jdnews.com,jdnews,15764921,US-Twitter
2727,cbn.com,CBNOnline,20444225,US-Twitter
2728,arkansasonline.com,arkansasonline,25354366,US-Twitter
2729,petoskeynews.com,chxcourier,177330305,US-Twitter
2730,newrepublic.com,newrepublic,82689705,US-Twitter
2731,factcheck.org,factcheckdotorg,21344507,US-Twitter
2732,theindependent.com,theindependent,10191572,US-Twitter
2733,haaretz.com,haaretzcom,24506246,US-Twitter
2734,indystar.com,indystar,16550142,US-Twitter
2735,floridatoday.com,florida_today,17001533,US-Twitter
2736,journalnow.com,journalnow,23483116,US-Twitter
2737,northjersey.com,northjersey,34677788,US-Twitter
2738,dispatch.com,dispatchalerts,10685542,US-Twitter
2739,qctimes.com,bettendorfnews,344719254,US-Twitter
2740,myrtlebeachonline.com,TheSunNews,16098322,US-Twitter
2741,knoxnews.com,knoxnews,1018921,US-Twitter
2742,tennessean.com,actimesnews,1195396854,US-Twitter
2743,thewashingtondailynews.com,wdnweb,256517243,US-Twitter
2744,propublica.org,propublica,14606079,US-Twitter
2745,newsone.com,newsone,18197668,US-Twitter
2746,ft.com,FT,18949452,US-Twitter
2747,newbernsj.com,nbsunjournal,75010991,US-Twitter
2748,courier-journal.com,courierjournal,7972552,US-Twitter
2749,timesunion.com,timesunion,17448662,US-Twitter
2750,sacbee.com,sacbee_news,14411304,US-Twitter
2751,univision.com,uninoticias,35785401,US-Twitter
2752,univision.com,univisionnews,1596835069,US-Twitter
2753,univision.com,uniplaneta,2798888582,US-Twitter
2754,univision.com,unipolitica,475294870,US-Twitter
2755,univision.com,alpunto,121540651,US-Twitter
2756,post-gazette.com,pittsburghpg,21780652,US-Twitter
2757,wacotrib.com,wacotrib,15101583,US-Twitter
2758,redstate.com,redstate,3135241,US-Twitter
2759,advocate.com,TheAdvocateMag,21692297,US-Twitter
2760,kenoshanews.com,kenosha_news,19774465,US-Twitter
2761,campusreform.org,campusreform,44914646,US-Twitter
2763,dailytarheel.com,dailytarheel,16656851,US-Twitter
2764,hotair.com,hotairblog,1517872886,US-Twitter
2765,commondreams.org,commondreams,14296273,US-Twitter
2766,thebrunswicknews.com,brunswick_news,1223040998,US-Twitter
2767,pressdemocrat.com,northbaynews,16458383,US-Twitter
2768,commercialappeal.com,memphisnews,12039612,US-Twitter
2769,cleveland.com,clevelanddotcom,14267944,US-Twitter
2770,phys.org,physorg_com,17248121,US-Twitter
2771,delawareonline.com,delawareonline,14307764,US-Twitter
2772,app.com,asburyparkpress,17498747,US-Twitter
2773,thestreet.com,TheStreet,15281391,US-Twitter
2774,dailysignal.com,dailysignal,2361224263,US-Twitter
2776,thegazette.com,gazettedotcom,14370739,US-Twitter
2777,good.is,good,19621110,US-Twitter
2778,reviewjournal.com,reviewjournal,15358759,US-Twitter
2779,qconline.com,dispatch_argus,50000303,US-Twitter
2780,silive.com,siadvance,24094444,US-Twitter
2781,jsonline.com,journalsentinel,16544024,US-Twitter
2782,nwherald.com,nwherald,20787622,US-Twitter
2783,ocregister.com,ocregister,17820493,US-Twitter
2784,chroniclingamerica.loc.gov,librarycongress,7152572,US-Twitter
2785,winonadailynews.com,winonadailynews,19304488,US-Twitter
2786,courant.com,hartfordcourant,14708814,US-Twitter
2787,livemint.com,livemint,17673635,US-Twitter
2788,thinkprogress.org,thinkprogress,55355654,US-Twitter
2790,prnewswire.com,PRNewswire,4898501,US-Twitter
2791,bostonherald.com,bostonherald,2488541,US-Twitter
2792,bizpacreview.com,bizpacreview,237888723,US-Twitter
2793,madison.com,madisondotcom,23828118,US-Twitter
2794,abc.net.au,ABCaustralia,16714896,US-Twitter
2795,observer.com,observer,15738599,US-Twitter
2796,observer.com,innovation,25372760,US-Twitter
2797,clevelandbanner.com,clevelandbanner,788058466187436032,US-Twitter
2798,miaminewtimes.com,miaminewtimes,16861311,US-Twitter
2799,rare.us,rare,822039337,US-Twitter
2800,masslive.com,masslivenews,14408989,US-Twitter
2801,foreignpolicy.com,foreignpolicy,26792275,US-Twitter
2802,mcdonoughvoice.com,mcdonoughvoice,828294864,US-Twitter
2803,galesburg.com,galesburg,17041697,US-Twitter
2804,nhregister.com,nhregister,34956062,US-Twitter
2805,sputniknews.com,sputnikint,34262462,US-Twitter
2807,nationalinterest.org,thenatlinterest,152311372,US-Twitter
2808,effinghamdailynews.com,ednsports,286513965,US-Twitter
2809,buffalonews.com,thebuffalonews,43805270,US-Twitter
2810,americanthinker.com,americanthinker,34109146,US-Twitter
2811,lawfareblog.com,lawfareblog,186755547,US-Twitter
2812,metafilter.com,metafilter,8495642,US-Twitter
2813,helenair.com,helenaironline,12568062,US-Twitter
2814,pressherald.com,pressherald,8859092,US-Twitter
2815,newsbusters.org,newsbusters,45190383,US-Twitter
2816,talkingpointsmemo.com,tpm,14717197,US-Twitter
2817,herald-dispatch.com,heralddispatch,14838763,US-Twitter
2818,mysanantonio.com,mysa,9830752,US-Twitter
2819,rollcall.com,rollcall,15922214,US-Twitter
2820,rollcall.com,rollcallpols,15918708,US-Twitter
2821,rollcall.com,cqnow,2312829909,US-Twitter
2822,mycentraljersey.com,mycentraljersey,16164289,US-Twitter
2823,lohud.com,lohud,18198403,US-Twitter
2824,bangordailynews.com,bangordailynews,16952739,US-Twitter
2825,siouxcityjournal.com,scj,12663042,US-Twitter
2826,idahostatesman.com,idahostatesman,8980312,US-Twitter
2827,theresurgent.com,resurgent,4569690923,US-Twitter
2828,battlecreekenquirer.com,bcenquirer,15661507,US-Twitter
2829,dailyinterlake.com,dailyinterlake,30267926,US-Twitter
2830,timesnews.net,timesnewsonline,23782016,US-Twitter
2831,globegazette.com,globegazette,121231327,US-Twitter
2832,wataugademocrat.com,mountain_times,169489519,US-Twitter
2833,orlandoweekly.com,orlandoweekly,17446277,US-Twitter
2834,thestranger.com,thestranger,18691048,US-Twitter
2835,atlantablackstar.com,atlblackstar,565521611,US-Twitter
2836,sfexaminer.com,sfexaminer,34700777,US-Twitter
2837,worldpoliticsreview.com,wpreview,15462819,US-Twitter
2838,goerie.com,goerie,14247195,US-Twitter
2839,triblive.com,triblive,20269833,US-Twitter
2840,investors.com,ibdeditorials,18513241,US-Twitter
2841,voanews.com,voanews,16273831,US-Twitter
2842,clarionledger.com,clarionledger,13877002,US-Twitter
2843,nationalpost.com,nationalpost,14216661,US-Twitter
2844,lmtonline.com,lmtnews,15099229,US-Twitter
2845,pratttribune.com,pratttribune,44458614,US-Twitter
2846,cnsnews.com,cnsnews,34927577,US-Twitter
2847,poll.qu.edu,quinnipiacpoll,76707735,US-Twitter
2848,greenvilleonline.com,greenvillenews,16007481,US-Twitter
2849,csmonitor.com,csmonitor,14857525,US-Twitter
2850,northcountrynow.com,northcountrynow,20522509,US-Twitter
2851,stamfordadvocate.com,stamadvocate,16583845,US-Twitter
2852,readingeagle.com,readingeagle,16408067,US-Twitter
2853,ydr.com,ydrcom,8935172,US-Twitter
2854,aikenstandard.com,aikenstandard,15583586,US-Twitter
2855,news-leader.com,springfieldnl,20624061,US-Twitter
2856,thepoliticalinsider.com,tpinsidr,2363057095,US-Twitter
2857,militarytimes.com,MilitaryTimes,27027979,US-Twitter
2858,news-press.com,thenewspress,14089276,US-Twitter
2859,grandforksherald.com,gfherald,15427899,US-Twitter
2861,pantagraph.com,pantagraph,18874087,US-Twitter
2862,politicususa.com,politicususa,14792049,US-Twitter
2863,daily-chronicle.com,daily_chronicle,17429521,US-Twitter
2864,lifezette.com,lifezette,3016071993,US-Twitter
2866,courierpress.com,courierpress,8685652,US-Twitter
2867,irishtimes.com,IrishTimes,15084853,US-Twitter
2868,dailylocal.com,wcdailylocal,94599930,US-Twitter
2869,bipartisanreport.com,bipartisanism,487600344,US-Twitter
2870,ibtimes.co.uk,IBTimesUK,47916714,US-Twitter
2871,kearneyhub.com,kearneyhub,54951024,US-Twitter
2872,roanoke.com,roanoketimes,8756502,US-Twitter
2873,splcenter.org,splcenter,65698096,US-Twitter
2874,splcenter.org,hatewatch,29770501,US-Twitter
2875,westword.com,denverwestword,17451031,US-Twitter
2876,spiritofjefferson.com,spiritofjeff,276494052,US-Twitter
2878,thetimes.co.uk,thetimes,6107422,US-Twitter
2879,japantimes.co.jp,japantimes,7424642,US-Twitter
2880,goodnewsnetwork.org,goodnewsnetwork,22025046,US-Twitter
2881,morningconsult.com,morningconsult,149954544,US-Twitter
2882,daytondailynews.com,daytondailynews,15627208,US-Twitter
2883,herald-review.com,heraldandreview,8880952,US-Twitter
2884,thestar.com,TorontoStar,12848262,US-Twitter
2885,justsecurity.org,just_security,1459232030,US-Twitter
2886,dailyitem.com,dailyitem,27884326,US-Twitter
2887,texastribune.org,texastribune,44513878,US-Twitter
2888,wickedlocal.com,WickedLocal,11178352,US-Twitter
2889,jacobinmag.com,jacobinmag,1395760177538863104,US-Twitter
2890,gulfnews.com,gulf_news,20578408,US-Twitter
2892,dallasobserver.com,dallas_observer,16713771,US-Twitter
2893,hindustantimes.com,HindustanTimes,1066972567943053312,US-Twitter
2894,wiltonbulletin.com,wiltonbulletin,68432208,US-Twitter
2895,shelbynews.com,shelbyvillenews,458440520,US-Twitter
2896,metrotimes.com,metrotimes,15432119,US-Twitter
2897,thestate.com,thestate,12831882,US-Twitter
2898,dailyherald.com,dailyherald,8960722,US-Twitter
2899,whidbeynewstimes.com,whidbeynews,30929763,US-Twitter
2900,bcrnews.com,bcrnews,109349923,US-Twitter
2901,citizensvoice.com,citizensvoice,46161885,US-Twitter
2902,kentucky.com,heraldleader,11612722,US-Twitter
2903,smartbrief.com,smartbrief,24167147,US-Twitter
2904,somerset-kentucky.com,cjsomerset,2742551030,US-Twitter
2905,fairmontsentinel.com,thesentinelmn,58542800,US-Twitter
2906,hcnews.com,hoodcountynews,24189296,US-Twitter
2907,elpasotimes.com,elpasotimes,18206547,US-Twitter
2908,greenwichtime.com,greenwichtime,40941232,US-Twitter
2909,phoenixnewtimes.com,phoenixnewtimes,44439772,US-Twitter
2910,taskandpurpose.com,taskandpurpose,2374466929,US-Twitter
2911,standardspeaker.com,standardspeaker,124555109,US-Twitter
2912,pressconnects.com,pressconnects,13436572,US-Twitter
2913,lacrossetribune.com,houconews,2767556450,US-Twitter
2914,newsok.com,newsok,1188759139301974016,US-Twitter
2915,staradvertiser.com,staradvertiser,126424795,US-Twitter
2916,mysuburbanlife.com,mysuburbanlife,58490366,US-Twitter
2917,elkharttruth.com,elkharttruth,20267772,US-Twitter
2918,thetimes-tribune.com,timestribune,10680632,US-Twitter
2919,abs-cbn.com,ABSCBNpr,593673705,US-Twitter
2920,spokesman.com,spokesmanreview,3934221,US-Twitter
2921,onwardstate.com,onwardstate,17489445,US-Twitter
2922,cookpolitical.com,cookpolitical,191477653,US-Twitter
2923,wn.com,worldnewsdotcom,143142203,US-Twitter
2924,universalhub.com,universalhub,12705772,US-Twitter
2925,ctvnews.ca,CTVNews,203123011,US-Twitter
2926,theadvertiser.com,theadvertiser,15161625,US-Twitter
2927,citybeat.com,citybeatcincy,18457851,US-Twitter
2928,riverfronttimes.com,riverfronttimes,17448965,US-Twitter
2929,mcclatchydc.com,mcclatchydc,17487795,US-Twitter
2930,smh.com.au,smh,16675569,US-Twitter
2931,palmbeachpost.com,pbpost,15736836,US-Twitter
2932,goupstate.com,goupstate,7227042,US-Twitter
2933,macon.com,telegraphga,12704612,US-Twitter
2934,portlandmercury.com,portlandmercury,5752542,US-Twitter
2935,lbpost.com,longbeachpost,20496846,US-Twitter
2936,blacknews.com,blacknews,18029139,US-Twitter
2937,heraldcourier.com,heraldcourier,16562479,US-Twitter
2938,theherald-news.com,joliet_hn,102446961,US-Twitter
2939,poststar.com,poststar,20538284,US-Twitter
2940,dailypress.com,daily_press,14527393,US-Twitter
2941,courierpostonline.com,cpsj,21021385,US-Twitter
2942,tuscaloosanews.com,tuscaloosanews,18949107,US-Twitter
2943,thehindu.com,the_hindu,20751449,US-Twitter
2944,blavity.com,blavity,2466899838,US-Twitter
2945,recordonline.com,recordonline,9802132,US-Twitter
2946,napavalleyregister.com,amcaneagle,25120994,US-Twitter
2947,hickoryrecord.com,hickoryrecord,37714326,US-Twitter
2948,isthmus.com,isthmus,17137987,US-Twitter
2949,jacksonville.com,jaxdotcom,15572679,US-Twitter
2950,thetelegraph.com,altontelegraph,15663103,US-Twitter
2951,chronicleonline.com,citruschronicle,35016478,US-Twitter
2952,smokymountainnews.com,smokymtnnews,29752569,US-Twitter
2953,ctpost.com,connpost,16233170,US-Twitter
2954,jconline.com,jconline,11775782,US-Twitter
2955,rrstar.com,rrstar,14026372,US-Twitter
2956,joplinglobe.com,joplinglobe,24610862,US-Twitter
2957,tnonline.com,times_news,37012909,US-Twitter
2958,rutlandherald.com,rutlandherald,10508912,US-Twitter
2959,conservativereview.com,cr,2316003960,US-Twitter
2960,theitem.com,theitem,19657736,US-Twitter
2961,thenewstribune.com,pengateway,55673506,US-Twitter
2962,northcoastjournal.com,ncj_of_humboldt,22399210,US-Twitter
2963,mediamatters.org,mmfa,13493302,US-Twitter
2964,foreignaffairs.com,foreignaffairs,21114659,US-Twitter
2965,metro.us,metronewyork,27863115,US-Twitter
2966,montgomeryadvertiser.com,mgmadvertiser,20477029,US-Twitter
2967,republicanherald.com,repherald,15291183,US-Twitter
2968,wahpetondailynews.com,wahpeton,24295890,US-Twitter
2969,thestarpress.com,thestarpress,48050142,US-Twitter
2970,lansingstatejournal.com,lsjnews,14887893,US-Twitter
2971,ldnews.com,ldnews,115116795,US-Twitter
2972,spiked-online.com,spikedonline,21201150,US-Twitter
2973,therightscoop.com,trscoop,18208120,US-Twitter
2974,grandhaventribune.com,ghtribune,17594045,US-Twitter
2975,parispi.net,parispi,21031034,US-Twitter
2976,governing.com,governing,25334900,US-Twitter
2977,desertsun.com,mydesert,62872266,US-Twitter
2978,heraldsun.com.au,theheraldsun,35466620,US-Twitter
2979,staugustine.com,staugrecord,46375072,US-Twitter
2980,sanclementetimes.com,s_c_times,745124494931439616,US-Twitter
2981,wweek.com,wweek,16491683,US-Twitter
2982,psmag.com,pacificstand,34781412,US-Twitter
2983,idahostatejournal.com,idahostatej,65682011,US-Twitter
2984,auroranewsregister.com,newsregisteranr,426299281,US-Twitter
2985,counterpunch.org,natcounterpunch,297688038,US-Twitter
2986,tallahassee.com,tdonline,15822299,US-Twitter
2987,htrnews.com,htrnews,22736351,US-Twitter
2988,cecildaily.com,cecil_whig,88002682,US-Twitter
2989,kansas.com,kansasdotcom,12807482,US-Twitter
2990,toledoblade.com,toledonews,22795270,US-Twitter
2991,laweekly.com,laweekly,17718497,US-Twitter
2992,newsleader.com,newsleadernow,19366646,US-Twitter
2993,annistonstar.com,annistonstar,14923012,US-Twitter
2994,citypages.com,citypages,21158274,US-Twitter
2995,mountainx.com,mxnews,15515188,US-Twitter
2996,postandcourier.com,postandcourier,14693499,US-Twitter
2997,thenational.ae,TheNationalNews,20583993,US-Twitter
2998,news-expressky.com,appalachiannews,109057359,US-Twitter
2999,nowthisnews.com,nowthisnews,701725963,US-Twitter
3000,richmondregister.com,richmondrsports,65287702,US-Twitter
3001,broadcastingcable.com,bcbeat,14705027,US-Twitter
3002,rgj.com,rgj,9690012,US-Twitter
3003,stripes.com,starsandstripes,9130702,US-Twitter
3004,wcpo.com,wcpo,17068146,US-Twitter
3005,newstimes.com,newstimes,15838036,US-Twitter
3006,azdailysun.com,azds,36201747,US-Twitter
3007,thesouthern.com,thesouthern,18200760,US-Twitter
3008,sbsun.com,sbsun,36726529,US-Twitter
3009,tcpalm.com,tcpalm,18457416,US-Twitter
3010,oann.com,oann,1209936918,US-Twitter
3011,mrctv.org,mrctv,13737002,US-Twitter
3013,fergusfallsjournal.com,journalnewsroom,20165998,US-Twitter
3014,thecabin.net,lcdonline,16532722,US-Twitter
3015,cjr.org,cjr,57411021,US-Twitter
3016,columbiamissourian.com,comissourian,15533253,US-Twitter
3017,modbee.com,modbee,8249162,US-Twitter
3018,currentaffairs.org,curaffairs,4128420672,US-Twitter
3019,baytownsun.com,thebaytownsun,360051634,US-Twitter
3020,euronews.com,euronews,25067168,US-Twitter
3021,publicopiniononline.com,ponews,21300851,US-Twitter
3022,wvgazettemail.com,wvgazettemail,8854622,US-Twitter
3024,redlandsdailyfacts.com,redlandsnews,48791466,US-Twitter
3025,houstonpress.com,houstonpress,16621190,US-Twitter
3026,record-eagle.com,recordeagle,26518175,US-Twitter
3027,indyweek.com,indyweek,16667591,US-Twitter
3028,centredaily.com,centredaily,23113205,US-Twitter
3029,beaumontenterprise.com,bmtenterprise,14358491,US-Twitter
3030,dailytelegraph.com.au,dailytelegraph,9235982,US-Twitter
3031,bdtonline.com,bdtonline,140628376,US-Twitter
3032,saukvalley.com,saukvalley,18093695,US-Twitter
3033,amny.com,amnewyork,8862532,US-Twitter
3034,magnumphotos.com,MagnumPhotos,20802277,US-Twitter
3035,abqjournal.com,abqjournal,14385076,US-Twitter
3036,crooked.com,crookedmedia,1448408372999450624,US-Twitter
3037,theamericanconservative.com,amconmag,35511525,US-Twitter
3038,lmtribune.com,lewistontribune,18012631,US-Twitter
3039,thisweeknews.com,thisweeknews,15763558,US-Twitter
3040,hudsonvalleyone.com,kingston_times,100859367,US-Twitter
3041,jonesborosun.com,thesunjonesboro,1448883031,US-Twitter
3042,poynter.org,poynter,8383592,US-Twitter
3043,weeklystandard.com,weeklystandard,17546958,US-Twitter
3044,multichannel.com,MultiNews,25363239,US-Twitter
3045,coloradoan.com,coloradoan,15691595,US-Twitter
3046,kitv.com,KITV4,15923797,US-Twitter
3047,sunjournal.com,sunjournal,8729092,US-Twitter
3048,gainesville.com,gainesvillesun,16297945,US-Twitter
3049,eagletribune.com,eagletrib,18480451,US-Twitter
3050,statesman.com,statesman,5692542,US-Twitter
3051,mediapost.com,MediaPost,14687193,US-Twitter
3052,pnj.com,pnj,14834379,US-Twitter
3053,thespectrum.com,spectrumnews,36198016,US-Twitter
3054,adn.com,adndotcom,15828025,US-Twitter
3055,law.com,lawdotcom,17878842,US-Twitter
3056,crescent-news.com,crescentnews,17872554,US-Twitter
3057,commentarymagazine.com,commentary,18653221,US-Twitter
3059,rblandmark.com,rblandmark,293129700,US-Twitter
3060,shareblue.com,shareblue,1182279424248598528,US-Twitter
3061,thebulwark.com,bulwarkonline,1049475664804532224,US-Twitter
3062,kcchronicle.com,elburnherald,35804289,US-Twitter
3063,gowilkes.com,gowilkes,97323034,US-Twitter
3064,naplesnews.com,ndn,10424112,US-Twitter
3065,shreveporttimes.com,shreveporttimes,17870317,US-Twitter
3066,thenewsstar.com,thenewsstar,34374919,US-Twitter
3067,city-journal.org,cityjournal,18086993,US-Twitter
3068,news-gazette.com,news_gazette,16826147,US-Twitter
3069,greeleytribune.com,greeleytribune,15770273,US-Twitter
3070,providencejournal.com,projo,14354091,US-Twitter
3072,valdostadailytimes.com,thevdt,24713181,US-Twitter
3073,navytimes.com,navytimes,27114180,US-Twitter
3074,airforcetimes.com,airforcetimes,148845723,US-Twitter
3075,lemarssentinel.com,lmdsentinel,17023645,US-Twitter
3076,styleweekly.com,styleweekly,17487820,US-Twitter
3077,columbiatribune.com,columbiatribune,14600977,US-Twitter
3078,chippewa.com,chippewaherald,21311422,US-Twitter
3079,dailyastorian.com,dailyastorian,20574361,US-Twitter
3080,washingtoncitypaper.com,wcp,14437161,US-Twitter
3081,dailybreeze.com,dailybreezeme,14471197,US-Twitter
3082,eastbaytimes.com,jonkawamoto,45199165,US-Twitter
3083,chronline.com,chronline,26283568,US-Twitter
3084,delmarvanow.com,decoastpress,184975309,US-Twitter
3085,chipleypaper.com,wcn_hct,226202255,US-Twitter
3086,hcn.org,highcountrynews,16017472,US-Twitter
3087,nonpareilonline.com,nonpareilonline,48716479,US-Twitter
3088,tribstar.com,tribstar,10910072,US-Twitter
3089,elnuevoherald.com,elnuevoherald,34641036,US-Twitter
3090,clevescene.com,clevelandscene,18245880,US-Twitter
3091,fark.com,fark,14804898,US-Twitter
3092,djournal.com,monroe360,23785422,US-Twitter
3093,ocala.com,ocalastarbanner,36948979,US-Twitter
3094,wiscnews.com,news_republic,222591341,US-Twitter
3095,dnronline.com,dnrnews,197427353,US-Twitter
3096,bhcourier.com,bhcourier,48422260,US-Twitter
3097,postcrescent.com,postcrescent,16796483,US-Twitter
3098,dailyadvance.com,dailyadvance,44904935,US-Twitter
3099,heraldandnews.com,heraldandnews,36498374,US-Twitter
3100,islandpacket.com,beaufortgazette,17296853,US-Twitter
3101,ocweekly.com,ocweekly,19082263,US-Twitter
3102,salemnews.com,salemnews,8861262,US-Twitter
3103,cleburnetimesreview.com,ctrnews,32407848,US-Twitter
3104,delcotimes.com,delcotimes,74168324,US-Twitter
3105,theolympian.com,theolympian,12807732,US-Twitter
3106,chicagobusiness.com,crainschicago,18148466,US-Twitter
3107,idahopress.com,idahopresstrib,1174025756445265920,US-Twitter
3108,livingstonparishnews.com,lpnews1898,356242849,US-Twitter
3109,montrealgazette.com,mtlgazette,63177215,US-Twitter
3110,rappler.com,rapplerdotcom,330826792,US-Twitter
3111,dailynews.com,ladailynews,5513142,US-Twitter
3112,savannahnow.com,savannahnow,9164672,US-Twitter
3113,apg-wi.com,ashlanddailypre,632288741,US-Twitter
3114,browardpalmbeach.com,newtimesbroward,19216918,US-Twitter
3115,heraldnet.com,everettherald,14178003,US-Twitter
3116,chicagoreader.com,chicago_reader,16104602,US-Twitter
3117,dailynorthwestern.com,thedailynu,23012995,US-Twitter
3118,thelcn.com,TheLCN,69509845,US-Twitter
3119,elkodaily.com,elkodaily,47473766,US-Twitter
3121,griffindailynews.com,griffindnews,1225937292,US-Twitter
3122,sedaliademocrat.com,sedaliademocrat,196787832,US-Twitter
3123,villagevoice.com,villagevoice,22059385,US-Twitter
3124,bakersfield.com,bakersfieldcali,33055408,US-Twitter
3125,itemlive.com,itemlive,18672012,US-Twitter
3126,lasvegassun.com,lasvegassun,12055942,US-Twitter
3127,pjstar.com,bradleyhoops,83490391,US-Twitter
3128,rightwingwatch.org,rightwingwatch,17376893,US-Twitter
3129,southcoasttoday.com,southcoasttoday,7542802,US-Twitter
3130,armytimes.com,armytimes,148878245,US-Twitter
3131,cantonrep.com,cantonrepdotcom,24878216,US-Twitter
3132,sunherald.com,sunherald,12810582,US-Twitter
3133,telegram.com,bannews,282729947,US-Twitter
3134,austinchronicle.com,austinchronicle,14337705,US-Twitter
3135,muskogeephoenix.com,muskogeephoenix,21348416,US-Twitter
3136,tylerpaper.com,tylerpaper,17889684,US-Twitter
3137,poughkeepsiejournal.com,pokjournal,17630125,US-Twitter
3138,peninsuladailynews.com,pendailynews,22079341,US-Twitter
3139,registerguard.com,registerguard,18842256,US-Twitter
3140,theintermountain.com,intermountainwv,58504073,US-Twitter
3141,goldenstatenewspapers.com,pattirrigator,26349151,US-Twitter
3142,onlineathens.com,onlineathens,14935240,US-Twitter
3143,waltontribune.com,waltontribune,73103059,US-Twitter
3144,thetowntalk.com,towntalkdotcom,29523826,US-Twitter
3145,fdlreporter.com,fdlreporter,76453806,US-Twitter
3146,bradenton.com,bradentonherald,19344401,US-Twitter
3147,conservativetribune.com,conserv_tribune,2217181338,US-Twitter
3148,duluthnewstribune.com,duluthnews,15427561,US-Twitter
3149,oanow.com,oanow,16744446,US-Twitter
3150,thecrimson.com,thecrimson,16626603,US-Twitter
3151,arktimes.com,arkansasblog,17131180,US-Twitter
3152,capecodtimes.com,capecodtimes,16381061,US-Twitter
3153,nyse.com,nyse,21323268,US-Twitter
3154,blackamericaweb.com,blackamericaweb,58845996,US-Twitter
3155,heraldtribune.com,heraldtribune,6942422,US-Twitter
3156,indeonline.com,indedotcom,1728939649,US-Twitter
3157,santacruzsentinel.com,scsentinel,7136152,US-Twitter
3158,gmnews.com,central_jersey,137419745,US-Twitter
3159,harpers.org,harpers,14287094,US-Twitter
3160,presstelegram.com,presstelegram,163633469,US-Twitter
3161,sctimes.com,sctimes,15650827,US-Twitter
3162,myplainview.com,myplainview,17190812,US-Twitter
3163,timesuniononline.com,tuonline,38506637,US-Twitter
3165,morgancountycitizen.com,morgancitizen,467728572,US-Twitter
3166,harlandaily.com,harlandaily,1540731151236575232,US-Twitter
3167,timesgazette.com,thetimesgazette,78957670,US-Twitter
3168,boiseweekly.com,boiseweekly,8292702,US-Twitter
3169,lancasteronline.com,lancasteronline,1011901,US-Twitter
3170,hotsr.com,thesenrec,264356119,US-Twitter
3171,adirondackdailyenterprise.com,adkenterprise,92324422,US-Twitter
3172,nationaljournal.com,nationaljournal,15210284,US-Twitter
3173,nationaljournal.com,njhotline,15210410,US-Twitter
3174,newarkadvocate.com,granvillesent,619273364,US-Twitter
3175,rferl.org,RFERL,42700240,US-Twitter
3176,journalinquirer.com,journalinquirer,82144335,US-Twitter
3177,newstrib.com,newstrib,33902769,US-Twitter
3178,capitalgazette.com,capgaznews,22952419,US-Twitter
3179,journalpatriot.com,journalpatriot,2792435567,US-Twitter
3180,trentonian.com,trentonian,14909815,US-Twitter
3181,theoaklandpress.com,theoaklandpress,20090273,US-Twitter
3182,lcsun-news.com,crucessunnews,18023647,US-Twitter
3183,columbian.com,thecolumbian,15079397,US-Twitter
3184,otmj.com,overthemtnjrnl,2651685978,US-Twitter
3185,sfweekly.com,sfweekly,18132494,US-Twitter
3186,newspressnow.com,newspressnow,28594128,US-Twitter
3187,northwestgeorgianews.com,romenewstribune,21315772,US-Twitter
3189,mrc.org,themrc,20076659,US-Twitter
3190,tribtoday.com,tribtoday,58824655,US-Twitter
3191,dnaindia.com,dna,17710740,US-Twitter
3192,swtimes.com,timesrecord,24790910,US-Twitter
3193,alibi.com,weeklyalibi,18917501,US-Twitter
3194,couriermail.com.au,couriermail,9609372,US-Twitter
3195,newsroom.ucla.edu,ucla,18918483,US-Twitter
3196,chinadaily.com.cn,ChinaDailyUSA,1045872810038419456,US-Twitter
3197,jewishjournal.com,jewishjournal,23102350,US-Twitter
3198,swnewsmedia.com,chanhassennews,19679080,US-Twitter
3199,chicoer.com,chicoer,41171271,US-Twitter
3200,lemonde.fr,lemondefr,24744541,US-Twitter
3201,news-journalonline.com,dbnewsjournal,11054902,US-Twitter
3202,sourcewatch.org,prwatch,752661231790657536,US-Twitter
3203,candgnews.com,bbeaglenews,3126833282,US-Twitter
