full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
"Thinking about a home playoff game at CBP. 

Thinking about Harper hitting a bomb into a sea of red. 

Thinking about a 3 run lead in the 9th and the crowd going crazy while Seranthony pumps 100mph to strike out the side as the crowd erupts. 

Inject it into my veins now.",1553836030838525953,BryceInHisVeins,917892164398358529,721381520401805312
A SOLO HOMER FOR BOHMER!!! WE DESERVE ALEC BOHM!!! 🔥⚾️♥️,1553827359664513024,Brookie425,1411543980,721381520401805312
LFG Castellanos!!!,1553798896370999301,TerryFranconia,812699906582474752,721381520401805312
R.I.P Bill Russell. You allowed me to be in the position I am in today and you changed not only the league but the world. Forever 6.,1553792104761102336,Grant2Will,1005432853,721381520401805312
An announcement… https://t.co/KMJ7pG4R5Z,1553790050839588865,RealBillRussell,912359571947085824,721381520401805312
"Didi, that play was Greglorious. 😍",1553562697014382592,Brookie425,1411543980,721381520401805312
"The Phillies -- for a team with which baserunning has been a strength -- have played some ridiculously sloppy baseball on the basepaths tonight.

Just brutal. I count at least four baserunning blunders.",1553561398969524225,AlexCarrMLB,1059987473286213635,721381520401805312
"Excellent work by Knebel to keep this game tied. Now please and I cannot emphasize this enough PLEASE score runs, Phillies!",1553558326012772352,Brookie425,1411543980,721381520401805312
The Phillies have left like 350 runners on base tonight. I hate it here. 🫤,1553552063925198849,Brookie425,1411543980,721381520401805312
"Ranger Suárez hasn't allowed an earned run in his 16 innings since returning from the injured list. He'd be the Game 3 starter, right?",1553544831045193728,MattGelb,17146677,721381520401805312
I heard from inside the camp of Jake Paul that his manager and team tried to pay Hasim Rahman to take a dive but they rejected it. So then Jake Paul’s team made up a excuse to pull out of the fight. https://t.co/hpZFM9Z4zu,1553540797865279489,dillondanis,17585653,721381520401805312
"Another day, another Andrew Painter gem.

The Phillies' top prospect went six scoreless innings tonight, allowing five hits and striking out five.

Back-to-back nights of stellar work from the Pain &amp; Abel duo. Has the potential to be a pretty special one-two punch someday.",1553540714788700163,AlexCarrMLB,1059987473286213635,721381520401805312
"Can confirm that I hate when Kenny Albert does Phillies games, Eagles games, Flyers games… I hate when Kenny Albert does any games tbh.",1553537074288009217,Brookie425,1411543980,721381520401805312
"Unless the Phillies are going to DFA Didi Gregorius, I don’t really get the point of adding Edmundo Sosa. The infield is about to get more crowded with Jean Segura almost due back.",1553440213875163136,JoeGiglioSports,198977692,721381520401805312
"If it’s literally Familia for Gallo I mean sure, but at this point Gallo is a much worse version of Matt Vierling.",1552693777571225607,Philly__Nation,2670402421,721381520401805312
"Ever since that Wakanda Forever trailer dropped, I’ve been in my feelings a lot lately about Chadwick Boseman passing",1552445531816972288,OkeraJ,29611736,721381520401805312
"For all y’all saying, we are a tiktok band, kick rocks. We’ve been out touring for 7 years growing a fan base 1 person at a time. No label, no nothing.  Just cause you ain’t seen the work, don’t mean it wasn’t happening. Can’t win with y’all.",1552310142925946882,MuscadineBLine,4332820726,721381520401805312
".@ChrisCuomo is joining NewsNation: The cable news veteran believes he can provide viewers a break from America's ""binary"" media when his new show launches this fall. More: https://t.co/TXSo1HxHWI https://t.co/5M9fl1JVxB",1552110824529055744,NewsNation,1217198127591186437,721381520401805312
"BREAKING: Sandy Hook parents will testify AGAINST Alex Jones for calling the parents actors and declaring the shooting was a hoax. Juries will now decide how much Alex Jones must pay for the suffering he caused. 

Who agrees Alex Jones should lose everything? 🤚",1551966601255190528,CalltoActivism,819994707061248001,721381520401805312
Bryson Stott is a winner https://t.co/HDs4h1kdKW,1551753390685921280,Philly__Nation,2670402421,721381520401805312
"Career home runs for Bryson Stott under Rob Thomson: 7

Career home runs for Bryson Stott under Joe Girardi: 0 

Makes ya think.",1551753370419040259,Brookie425,1411543980,721381520401805312
"GREAT STOTT FOR THE LEAD

#RingTheBell https://t.co/9CWnHS4FfK",1551753197940867073,Phillies,53178109,721381520401805312
BRYSON STOTT IS GOATED,1551752868486696960,Philly__Nation,2670402421,721381520401805312
"BRYSON STOTT THREE RUN HOME RUN AND THE PHILLIES TAKE THE LEAD!!! I LOVE YOU, BRYSON STOTT!!! 🔥⚾️",1551752862748770305,Brookie425,1411543980,721381520401805312
Holy Stott #RingTheBell,1551752802610855937,TerryFranconia,812699906582474752,721381520401805312
Finally this shitshow of a game is over. Phils return tomorrow with Zack Wheeler pitching. Games on Apple TV are bad and I blame the loss on them.,1550671662219239424,Brookie425,1411543980,721381520401805312
Why is Familia still on this team? He is bad and not good. DFA him between innings.,1550644705502838785,Brookie425,1411543980,721381520401805312
"The Phillies game being on Apple TV tonight is annoying, yes, but at least it’s free to watch.",1550562644188434432,Brookie425,1411543980,721381520401805312
"Most people with power are total cowards. They live in constant fear of losing their job, their title, or their lifestyle. This is true in everything from governments to large corporations and even online influencers — being ""liked"" becomes more important than doing what's right.",1550533294969991169,sgrstk,72876470,721381520401805312
Do you think Pete Buttigieg would make a good President one day?,1549839019898556417,nathaliejacoby1,1280478731874848769,721381520401805312
Every still serving Secret Service agent who was assigned to donald trump needs to be pulled off his or her duty right the fuck now.,1549730015733882880,JoJoFromJerz,818893114979061761,721381520401805312
"BREAKING: Lauren Boebert says that she hopes Reps. Ilhan Omar, AOC, Ayanna Pressley, and Rashia Tlaib are ""placed in a cell next to the J6 inmates"" after they were arrested for protesting for abortion rights. RT IF YOU THINK THEY ARE HEROES AND THE INSURRECTIONISTS ARE TRAITORS!",1549534044953518080,OccupyDemocrats,878284831,721381520401805312
"AOC peacefully protested for abortion rights in broad daylight and got arrested.

Marjorie Taylor Greene plotted a violent coup in the shadows and asked for a blanket pardon.

One of them belongs in jail.
And it ain’t AOC.",1549510127442608128,JoJoFromJerz,818893114979061761,721381520401805312
"Call me a crazy liberal, but shouldn't Boebert be arrested for leading tours inside the Capitol before the January 6th riot, since AOC was just arrested for protesting a woman's right to choose outside the Supreme Court?",1549497104808247296,nathaliejacoby1,1280478731874848769,721381520401805312
The US Capitol Police just arrested 17 House Democrats — including @AOC — for peacefully protesting the Roe V Wade decision in DC. I’ll repeat that. The Capitol Police did not arrest Republicans for inciting a deadly Insurrection — but they arrested Democrats exercising their 1A.,1549490829550424064,DashDobrofsky,1520612280643162112,721381520401805312
Do people actually watch Trevor Noah? And the daily show?,1549470142375116801,phillyfan30,388305236,721381520401805312
"I probably could have just not said anything the other day and avoided the drama but honestly I’m tired of keeping it myself. And I know I’m an asshole, but self awareness is key",1549468864819363840,iamjessallen,113200597,721381520401805312
What the fuck is the Secret Service hiding?,1549436685427134466,JoJoFromJerz,818893114979061761,721381520401805312
"Julio Rodríguez, you sweet precious angel. Thank you for eliminating Pete Alonso! You are the hero we deserve, sir. 🫡",1549212237935558656,Brookie425,1411543980,721381520401805312
"The Phillies are 6 games over .500 heading into the All-Star break. They hold on to the third Wild Card spot. At some point after the break we’re gonna get Jean Segura and Bryce Harper back, too. There’s still room for improvements, but this second half could be a lot of fun!",1548781587810115585,Brookie425,1411543980,721381520401805312
The “firing Joe Girardi won’t change anything” crowd has been pretty quiet lately. Hmmmmmm. Hmmmm. 🫢,1548768824316526592,Brookie425,1411543980,721381520401805312
RBI double (and a six game hit streak) for Alec Bohm! Love to see it.,1548739734528303104,Brookie425,1411543980,721381520401805312
Have you ever started dating someone and knew it was doomed from the start? Like this one guys preferred method of communication was FaceTime and at that point I just knew it wasn’t gonna work for me,1548731228840493057,iamjessallen,113200597,721381520401805312
Rob Thomson’s Phillies did something Joe Girardi’s Phillies couldn’t. They won a series against the Marlins in Miami.,1548459072327847942,Brookie425,1411543980,721381520401805312
Vegas having the Cavs at .500 next season is legitimately wild,1548452110869467136,BraydenBallin,1159295227926122496,721381520401805312
Didi said the bullpen called him out for not cheering out to them during his home run trot today. 😂😂,1548445501887881219,Brookie425,1411543980,721381520401805312
Phillies win it 10-0 and get the series win vs the Marlins!! LFG!! 🔥 #RingTheBell https://t.co/Iw0cfLdo5l,1548444257165271040,Brookie425,1411543980,721381520401805312
Philly sports teams have all of the best JoJo’s and you can’t convince me otherwise.,1548443824078237699,Brookie425,1411543980,721381520401805312
Any more doubt about Girardi was the problem? Even with the injuries,1548440864254349315,phillyfan30,388305236,721381520401805312
"@STILLhere_Fly20 @TerryFranconia Something along the lines of ""they went from snowballs to baseballs Philly must really hate Santa""",1548440769031114757,Lile1321,316866021,721381520401805312
"Kyle Schwarber with his 29th HR!

Leads the National League and is 2 short of Aaron Judge for MLB lead 
 https://t.co/otLR4XNFKi",1548437455136706562,JClarkNBCS,148476464,721381520401805312
I love this dude. 😂 https://t.co/0MJK5WftT6,1548436917573758981,PhillyTradesman,1353228571117051904,721381520401805312
SOLO SCHWARBOMB!!! LFG!!! 10-0 Phillies now. 🔥⚾️♥️,1548436475024326656,Brookie425,1411543980,721381520401805312
"DIDI GREGORIUS TWO RUN HOME RUN!!!! 🔥⚾️♥️

Boy did he need that one. Have a game, Didi!!! 😍",1548435332843986949,Brookie425,1411543980,721381520401805312
Can confirm that I am a Bryson Stott fan.,1548419210509856768,Brookie425,1411543980,721381520401805312
"I love this building. Love what it represents. Love my ancestors for building it (against their will) 
I'm honored to be tasked with protecting it. Great day all 🖤
#SaturdayVibes https://t.co/yzXeZPUvUL",1548317619844894721,libradunn,3751489228,721381520401805312
Heatwaves should not be covered with kids eating ice cream or romping around in fountains. Cover extreme heat as a threat not a vacation. We don't cover the approach of a hurricane as great potential kite flying weather,1548296119314092035,DrShepherd2013,810709142,721381520401805312
"“If you’re gay or transgender, I love you. And if anyone gives you any shit, tell em Charles says f*ck you!” - Charles Barkley  https://t.co/c1tUbvX5ga",1548078657977036803,NedBalmeLives,285568026,721381520401805312
"Look at how happy JoJo Romero is to be back on the team!!

I missed this guy so much https://t.co/TS1DoMdM3k",1548077502743998465,Phillies_Muse,1526544786982830080,721381520401805312
Can't blame pitching at all. This lineup is anemic,1547039590237741058,phillyfan30,388305236,721381520401805312
"Imagine thinking the Phillies were gonna blow this game. Couldn’t be me. Never a doubt. 😅

Phillies win!!! #RingTheBell",1545879653201707014,Brookie425,1411543980,721381520401805312
They said Knebel was gonna earn this save and he did. Bailed out Bohm,1545879634486722560,DarthDoughboy,36490085,721381520401805312
Seeing the way Bohm has grown defensively this season makes me happy. He’s improved so much. 🥲,1545841733874876417,Brookie425,1411543980,721381520401805312
"Can’t spell Garland without the Land. 

#LetEmKnow, @dariusgarland22 is officially 𝙚𝙭𝙩𝙚𝙣𝙙𝙚𝙙! https://t.co/xy1FxGPxsK",1545815175936163840,cavs,19263978,721381520401805312
Bohm bombs 🔥 #RingTheBell https://t.co/YoPa6sUzwS,1545595710179098625,Phillies,53178109,721381520401805312
It looks like Pat Cipollone threw Trump under the bus. Good.,1545562322139234305,joncoopertweets,27493883,721381520401805312
It still cracks me up that there are people (idiots) who think Bryce Harper is overrated.,1545556705353818114,Brookie425,1411543980,721381520401805312
"BOOM! Mike Flynn has just been SLAPPED by a major fine by the Department of Defense for failing to disclose foreign payments. If you're thrilled to hear that, hit the ❤️ button and follow @CalltoActivism so you don’t miss anytime a MAGA traitor is held accountable.",1545509766017032193,joncoopertweets,27493883,721381520401805312
Gas prices dropped almost a dollar per gallon where I live — thank you so much President Biden.,1545484317769379840,LakotaMan1,738779772,721381520401805312
"@NateForUtah How can we host a Winter Olympics if we have no snow, no water, and arsenic blowing in the wind?",1545433707921649664,VoteDarlene,851207343303868416,721381520401805312
I have 2 months sober today🫶 (does not feel like a big deal) 🫶,1545317726972944384,blesstt444,1518083557293494272,721381520401805312
The dugout chanting “Long Ball Hall” after his homer. I am cry. 🥹😭,1545176429230522369,Brookie425,1411543980,721381520401805312
Raise your hand if the father of the The Highland Park mass murderer should face criminal charges for helping his son get a gun! ✋,1545159956642635776,joncoopertweets,27493883,721381520401805312
Who thinks Trump should lose his pension and secret service protection?,1545095427191672833,blueheartedly,702577251020382209,721381520401805312
Lol remember when people were calling Schwarber a wasted signing back in April? I remember. 🫢,1544841546834526209,Brookie425,1411543980,721381520401805312
Retweet if you believe we need a nationwide ban on assault weapons.,1544772131346694144,SenDuckworth,1058520120,721381520401805312
"I'm trying to prove a point:

Who among you DESPISES Tucker Carlson and never watches Fox News?",1544744622261428224,JoJoFromJerz,818893114979061761,721381520401805312
Everybody hits!!!! #RingTheBell,1544493001996656641,phillyfan30,388305236,721381520401805312
NICK CASTELLANOS WITH A TWO RUN SINGLE WITH THE BASES LOADED. IS EVERYONE OK??!!!,1544490222511132674,Brookie425,1411543980,721381520401805312
"I feel absolutely zero pride for a nation that rescinds abortion rights, and tribal sovereignty. I don’t feel patriotic today — I feel sold out, lied to, bamboozled and betrayed.",1544013239071125505,LakotaMan1,738779772,721381520401805312
"When he tweeted about Pence, the fighting in the tunnel intensified. We held the line hoping the President would be on our side and send us help. Mike Pence is lucky to be alive, he’s lucky we kept our OATH AND HELD THE LINE. Your boss tried to have you killed. Testify.",1541967217574789120,SergeantAqGo,1355978550239752193,721381520401805312
"Trump saying, “They’re not here to hurt me,” with such confidence is proof they never, ever thought Antifa was responsible for the attack.",1541967088205668357,AshIsHereForIt,40099386,721381520401805312
"Human Sexuality should be required in college or as a senior in high school. The course I took covered both the positive/negative of sex, how to be a better partner, family planning, diff. kinds of relationships, sexual orientations and genders. Very informative class",1541501168987189248,SubaruSmitty6,406554977,721381520401805312
"all these MEN telling me they went to a game alone… like cool dudes, good for you being a MALE and feeling safe doing stuff alone. it’s not the same being a woman😭",1541499234599452672,BisBack4good,1278831493041868805,721381520401805312
Is anyone excited about House of Dragon?,1541487668089036802,levismom82,1176908709030760449,721381520401805312
"Breaking: A Louisiana judge has blocked enforcement of the state’s trigger ban, which banned abortion as soon as Roe was overturned. Abortions are expected to resume soon.",1541464147589844992,CAKitchener,847575078,721381520401805312
"The so-called “Supreme Court” just ruled 6-3 that public school teachers can now lead students in prayer.

In case anyone was wondering what’s happening here.",1541431958038892544,JoJoFromJerz,818893114979061761,721381520401805312
"Oddly enough, I don’t think this makes anyone feel better. https://t.co/cgeMsTpBhb",1541120794780114947,RonFilipkowski,1298372735383605249,721381520401805312
"It’s Phillies after dark roll call time. Like if you’re staying up to watch. Get us a win tonight please, Phillies! 

Let’s go Phillies! Boo Padres.",1540880570326159362,Brookie425,1411543980,721381520401805312
NEVER FORGET: US Senator Mitch McConnell BLOCKED President Obama from having nomination hearings for SCOTUS.,1540787021542744064,morethanmySLE,812361923304034304,721381520401805312
"Raise your hand if you are part of the 70% of Americans who supports a woman's right to choose✋

I want EVERYONE to follow you!",1540779536140451840,TrendingLiberal,1257817367238803456,721381520401805312
"Completely overwhelmed. I have so many thoughts I want to share but can’t find the words, so I’ll just say this:

I’m thankful.

Today, I get to play a game I love as a Major League Baseball player.

LET’S GOOOOO @PHILLIES!!!!",1540678333301522434,markappel26,1437579330587172869,721381520401805312
"I am appalled at what has happened today regarding Roe vs Wade.  Rarely, if ever, do I get political on Twitter but this is insane. Cancel me if you'd like, but this is a grave and it is unilaterally unjust.",1540397224055676930,RAJr_20,1245046043844190220,721381520401805312
"Don’t despair. Fight back!! Hold the House, add 2 seats to the Senate, kill the filibuster, codify Roe, and add seats to SCOTUS. 2022 will determine it all. VOTE!!!",1540389914826534913,robreiner,738080573365702657,721381520401805312
"To the men who are just as angry today and showing their support for women, I see you. I appreciate you.",1540381210584776706,Brookie425,1411543980,721381520401805312
"The fact that FIVE PEOPLE can tell 167,500,000 women in America what they can and cannot do with their own bodies is a f*cking travesty.",1540372007660961792,JoJoFromJerz,818893114979061761,721381520401805312
"Setup abortion clinics on Indian reservations. Whereas, sovereign nations, Supreme Court decisions, like overturning Roe V Wade — DO NOT APPLY.",1540361998424150017,LakotaMan1,738779772,721381520401805312
This country only gives a fuck about rich white men,1540354642634235905,leedlebeedles,66015718,721381520401805312
"250+ mass shootings in the US alone, and a woman’s body is more regulated than a gun. get fucking real.",1540346931007946754,logannschieberr,4221515661,721381520401805312
Fuck you Susan Sarandon.,1540342785638793216,JoJoFromJerz,818893114979061761,721381520401805312
