full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
@CaughtOnKAM OMM!,1554597531753086978,7threetimes,1493976814695424000,1355642934
just be yourself i promise people will still like you,1554597130974556160,7threetimes,1493976814695424000,1355642934
Going through phones knowing you not gon leave. Now your chest burning and you being aggravating crying. Now everybody upset because you nosey.,1554594392140292100,BuddyNoLove,1039898233726808065,1355642934
BARK BARK BARK! https://t.co/MnpyaSrTzg,1554578664192450560,NotBubbz,1295731591919153152,1355642934
"I think snatching the degree was a bit much but hey, this do it for the internet culture is going to be a lot of people's undoing. Only on here do adults think their choices don't have consequences lol",1554553993044574208,SlimHeroics,1328779297721638919,1355642934
Film session w/ Coach 30 - Dragon Ball Z @theAIRapp https://t.co/RiXtdtxZzj,1554552640939376642,MrGo30,1381137331898441728,1355642934
Don’t take your eyes off me 😏 https://t.co/76WbwY5n6j,1554545096661532673,themamamiaxo,1129999796,1355642934
Let’s turn bath time into fun time💦💦 https://t.co/TforSDLZnW,1554528481983320065,therealnessaxxx,1349319732143525889,1355642934
@CaughtOnKAM Yup. She knows what she’s doing and she don’t gaf that’s what makes it so sad.,1554507935778316288,doseofsay,1397786127550095367,1355642934
"Ghostface rapping over Hov’s “Girls, Girls, Girls” sounds perfect.

Especially when you consider Just Blaze made that beat for Ghost — Jay just grabbed it first (the beat file was initially named Ghostface) https://t.co/osZmvEJGG1",1554485732819013633,fakeshoredrive,16302129,1355642934
https://t.co/76gQb44Odn https://t.co/MZHSnnUcNK,1554481715455877120,Jus_Simplii_Me,116597113,1355642934
@MissBNasty https://t.co/oFe441m4qe https://t.co/pSTWpO69HA,1554481070048952320,sluttypippens,1484183186233987072,1355642934
Put that Shit On https://t.co/zWB6FSZtzz,1554477645722750978,AB84,224221596,1355642934
"“We made a strategic decision back then that we were going to do it in the right way. While others ran away from regulations, we went to the front door and basically came to the SEC and said that we want to do a regulated ICO.” @avneris @Blockworks_ 
 https://t.co/s7uE0rz4SX https://t.co/BfBwGSBjMx",1554469441525714944,INX_Group,956594610968711171,1355642934
Tiddie Tuesday 😛 https://t.co/6b14BzhkZB,1554452033721221121,sluttypippens,1484183186233987072,1355642934
Ppl place themselves in a mental prison and talk all type of limitations over their life and then all of sudden feel the need to project they bullshit on you. No.,1554425981049372674,TraplantaGenie,2378621243,1355642934
https://t.co/zm4enYYvpC https://t.co/fPC5Bju483,1554338959345405953,Hakeem__13,1494437736882716682,1355642934
"You see nothing wrong with posting your daughter on the same account you sell ass on, you see nothing wrong with thousands of horny men BEATING THEIR DICK TO U AND SCROLLING DOWN SEEING YOUR DAUGHTER?? https://t.co/l4ZwgepDti",1554336661819072513,_PhallonX0X0,1498495077584289797,1355642934
I’m a attention whore but you taking ass thirst traps with yo daughter AND selling Pussy on the same page girl bye 😂 https://t.co/DsYAHGfniP,1554336130505625600,_PhallonX0X0,1498495077584289797,1355642934
💙 https://t.co/1YMWB0zfZz,1554280375488335875,janellew_,2473199717,1355642934
https://t.co/Q89QoBwYHO,1554264401036939264,mamix1x,1415538305890930691,1355642934
😭😭😭😭 https://t.co/SNSCq360ko,1554249666602172421,SubsNCookies,489837745,1355642934
the definition of trusting the process https://t.co/ufeixlq7TR,1554242927106396162,PurdieeArt,1138795129609826306,1355642934
🥱 https://t.co/66T3WO55Bi,1554242904746590209,7threetimes,1493976814695424000,1355642934
"rihanna's first shoot after giving birth, she looks so hot 😭 https://t.co/0vbvSrqffc",1554240737683939328,gabgonebad,1379737129195032579,1355642934
Rate me 1-10 🍑 https://t.co/cG3Uy5hf21,1554234933899677697,BawseKitty,31255217,1355642934
F.F. https://t.co/OniBhLr36c,1554234801586147330,saebunny2,1332049072438587399,1355642934
"I thought a dude tweeted this, whole time this a stud daydreaming. 😂 https://t.co/aANxFlsTEq https://t.co/rNQpm4TvPz",1554179582642847749,_TheShawn,1230870643551481859,1355642934
"I’ll only be answering to Queen Deja from now on, thanks 👸🏾 https://t.co/xAsgGYI39g",1554179380212969472,dejamarrrie,1354485889821368322,1355642934
