full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
Say it with me: abortion is still legal in Michigan.,1552625153422540806,GovWhitmer,102071743,3183261012
"After years of trying, countless cycles of IVF and 3 miscarriages, our rainbow babies finally arrived. One a few minutes before midnight on the 22nd and another five minutes after midnight on the 23rd.
 
Welcome to the world Jared and Maisie 🌈 

#rainbowbabies #IVFbabies https://t.co/crr9wBjP92",1551172071182548992,GaryOKeeffe,442949693,3183261012
Ok https://t.co/4VIXsPoKML,1551073045607063553,CollinsWetzel,3183261012,3183261012
I'm thinking of a cannibalism rom-com called WHEN HARRY ATE SALLY.,1550918002106941447,StephenKing,2233154425,3183261012
"Oil companies are posting record profits but instead of lowering prices they’re inflating consumer costs at the gas pump,  even as the cost of crude oil drops.

House Democrats put up a plan to stop price gouging and lower your costs — but every Republican said NO. Vote them out!",1550889729758859265,TeamPelosi,2461810448,3183261012
@PopCrave We’re all happy for this gorgeous couple https://t.co/1HDUjlDqkX,1550677907982499840,Trini_jlover,477976785,3183261012
"Gwyneth Paltrow reacts to ex-boyfriend Ben Affleck's surprise marriage to Jennifer Lopez:

“So romantic!!! Very happy for them.” https://t.co/UhI5dmHEMz",1550672471237578753,PopCrave,4429003533,3183261012
"""Even if you look at the Marvel movies – that’s the biggest driver of fantasy and what’s happening right now in entertainment, because it’s sort of the family thing – it’s still quite Caucasian,"" Jessica told Glamour UK. https://t.co/WBrUDGqpF7",1550541428807573504,BuzzFeed,5695632,3183261012
Who else thinks Liz Cheney would make a better GOP leader than Kevin McCarthy? 🤚,1550524015353430016,joncoopertweets,27493883,3183261012
"Q: Where does Josh Hawley do his shopping?
A: The flee market.

originally posted by Charlotte Clymer",1550512714165927941,StephenKing,2233154425,3183261012
The Eva Mireles mural is almost completed here in #Uvalde. The family took a quick group photo before it was finished. #UvaldeStrong 💜 https://t.co/ZTZ56x2uLO,1548832945967960064,sportsguyjose,320924376,3183261012
"Tuesday's hearing revealed that Trump and his allies knowingly pushed a false scheme to overturn the election, and failed to prevent and stop violence at the Capitol.

4️⃣-minute recap of Cassidy Hutchinson’s testimony ⤵️ https://t.co/xa3LPYXlAA",1543625167548596225,January6thCmte,1415384176593883137,3183261012
"Lucky! Fun.
Wordle 372 3/6

⬜⬜⬜⬜🟨
🟩⬜🟨🟨🟨
🟩🟩🟩🟩🟩",1540932541116563458,JillWineBanks,454071012,3183261012
"Clarence Thomas’s wife Ginni Thomas attended the January 6 rally and attempted to persuade multiple key players to overturn the election, including Arizona representatives and Mark Meadows.

She has no place in the federal government. Tell Biden:

https://t.co/BZNsfXBcPk",1539586502648365056,CREWcrew,22187085,3183261012
The world needs more Star Trek. It gives us hope for what still could be.,1533528683830460425,GeorgeTakei,237845487,3183261012
"Buffalo. Uvalde. Philadelphia. Chattanooga. Grieving families across America demand action on guns.

This week House Democrats will again take the lead, defeat the gun lobby and pass commonsense bills to help #EndGunViolence. This must be bipartisan: we must all protect our kids.",1533487944341852161,TeamPelosi,2461810448,3183261012
"Peter Navarro has been indicted for contempt of Congress. What’s next for Pete? Well, if the DOJ fully &amp; fairly applies the rule of law, here are just some of the charges we can expect to see in a superseding indictment (h/t to #TeamJustice editor @petersoby ) https://t.co/UikoZ3sBSB",1533412760746438657,glennkirschner2,1003107003693137921,3183261012
"A gunman reportedly killed at least 18 children at a Texas elementary school Tuesday in the deadliest shooting at a U.S. grade school since the 2012 attack in Sandy Hook, Connecticut.
https://t.co/gJiJCBvWQU",1529288232067813380,USATODAY,15754281,3183261012
"GUN CONTROL NOW!
STOP THE SLAUGHTER OF THE INNOCENTS!",1529209105533091840,StephenKing,2233154425,3183261012
JENNIFER ANISTON https://t.co/107Qlf8ZyB,1529203347332407299,Kevin10919728,1304799325118136320,3183261012
"Note to colleagues in the academic world here in the U.S.: 

Check this out when you feel put upon by having to do virtual teaching! https://t.co/7gboOQ5qvx",1522882439105982466,tribelaw,4091551984,3183261012
You know who had a heartbeat? Every child murdered in their school because Republicans are the party of mass shooters. This isn’t about heartbeats. This is about criminalizing women.,1522784447577436161,RepSwalwell,942156122,3183261012
Is Donald Trump Jr. stupid or is he on drugs?,1522681009040510976,joncoopertweets,27493883,3183261012
Raise your hand if you’re all in on protecting abortion rights. ✋,1522680323511046145,GovWhitmer,102071743,3183261012
"Would anyone be shocked if Republicans went after women’s right to vote next? 

I wouldn’t.",1522671337403265030,ericswalwell,377609596,3183261012
"Just finished a @BetoORourke town hall.  

If you aren't convinced he's the real deal, then you just haven't heard him in person https://t.co/dkKuX7cN9p",1522649673022029826,UnimpressedTX,3150220160,3183261012
jennifer aniston is incredibly sexy. https://t.co/ChKhhHDOi1,1522599570563293185,anistonslife,1335399722375213056,3183261012
the prettiest girl ive ever seen &lt;3 https://t.co/PTb1zJlhht,1522581112022740996,filmsaniston,1033501591335096320,3183261012
JENNIFER ANISTON https://t.co/XRD0Hf1103,1522569361730453508,Kevin10919728,1304799325118136320,3183261012
We’re baaaaaaaaack… https://t.co/xfOrVD5dwI,1521197883621621760,TayeDiggs,210684204,3183261012
"Johnny depp trying not to crack tf up in the court room right now as the witness reveals amber betrayed her $3.5 donation promise 💀 she’s so embarassing
#JusticeForJohnnyDepp #JohnnyDeppVsAmberHeard https://t.co/Y2LzMdWt5f",1519719185122791426,moonlitszn,908122336741740544,3183261012
