full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
@Gabi_grecko &lt;---- The more the media disses the girl the #AWESOMER she becomes.  Like a female Barney Stinson.  LEGEN -wait for it- DARY,566358875809390593,aukiman,19352101,991524098
